,Smiles,S_Hit
1043,Cc1cc(C)n(CCN2CCN(C(=O)c3ccccc3Br)CC2)n1,
1044,CC(=O)N1CCCC2(CCN(Cc3ccc(Cl)c(C(F)(F)F)c3)C2)C1,
1045,CC(C)n1cc(CN2CCCN(C(=O)c3ccc[nH]3)CC2)cn1,
1046,Clc1ccc(C2(CNC3=NCCN3)CCCC2)cc1,
1047,c1cc(CN(CCCn2ccnc2)Cc2ccoc2)ccn1,
1048,Cc1nc(C)n(CC2CCCCN2Cc2nc3ccccc3o2)n1,
1049,NC(=O)CN1CCC(C(=O)NCCc2nc(-c3ccccc3)cs2)CC1,
1050,CC(Oc1ccc(F)cc1F)C(=O)N1CCC2(CC1)CC(=O)N(C)C2,
1051,CCC1(O)CCCN(c2ncnc3c2c(C)nn3C)C1,
1052,COC(=O)c1ccc(Cl)c(NS(=O)(=O)c2cn(C)cn2)c1,
1053,O=C(Cn1ccnc1)N1C[C@H]2[C@@H](Oc3ccccc3)CC[C@H]2C1,
1054,Cc1ccnc(C(NC(=O)c2sc(C)nc2C)C2CC2)n1,
1055,CCc1nccn1CCC(=O)N1CC(=O)N(c2ccccc2C)CC1C,
1056,CCc1cc(CNC(=O)N(C2CC2)C(C)c2ccco2)[nH]n1,
1057,CC(C)N1CCCn2c(nc(CNC(=O)c3nccn3C)cc2=O)C1,
1058,O=C(CCc1nccs1)N1CCN(c2ccccc2F)CC1,
1059,CC(C)COCC(NC(=O)Cc1ccn[nH]1)c1ccco1,
1060,CC(=O)N1CCOCC2(C1)CN(S(C)(=O)=O)CCO2,
1061,CCOn1c(SC(C)C)nc2ccccc2c1=O,
1062,CC(C)N1CCC2(CC1)CC(=O)N(Cc1cc(F)cc(F)c1)C2,
1063,COc1ccc(CC(=O)N2CCCC(n3nc(C)cc3C)C2)cc1,
1064,COc1ccccc1OC1(C(=O)O)CCN(c2ncccc2F)CC1,
1065,N#CC1(C(=O)N2CCN(Cc3ccon3)CC2)CCC1,
1066,CC[C@H](CO)NC(=O)c1coc(COc2cccc(F)c2F)n1,
1067,Cn1ncc2c(NCCC34CCCN3CCC4)nc(C3CCCC3)nc21,
1068,Cn1c(CCNC(=O)Nc2cn[nH]c2)nc2ccc(F)cc21,
1069,CC1CCC(NC(=O)CNC2(c3ccc(F)cc3)CCOCC2)CC1,
1070,Cc1nc(C(=O)N(C)[C@@H]2CCC[C@@H](Oc3ccccc3)[C@@H]2O)co1,
1071,COc1ccccc1C1CNC(=O)c2nc(-c3cn(C)nc3C)[nH]c2C1,
1072,CCCc1nnc(NCc2ccc(OC)c(C#N)c2)o1,
1073,c1nc(NCc2cc3n(n2)CCN(C2CCCCC2)C3)c2nc[nH]c2n1,
1074,O=C(O)c1nnn(-c2cccc(C(F)(F)F)c2)c1-c1ccncc1,
1075,Cc1ccc(N2CCC3(CCN(C(=O)c4ccsc4)CC3)C2)nn1,
1076,CC(C)(C#N)c1ccccc1CN1CCC(N2CCCC2=O)CC1,
1077,COc1ccccc1C1SCC(=O)Nc2n[nH]cc21,
1078,CN1CC2(CCC(C(=O)N3CCOCC3)CC2)Oc2ccccc2C1=O,
1079,COCCOCC(=O)NC(C#N)c1cccc(Cl)c1Cl,
1080,c1cc(CN2CCCn3cnc(COCC4CC4)c3C2)co1,
1081,Cc1ccccc1C(CC(=O)NCC(N)=O)c1ccccc1,
1082,c1cc2c(cc1CSCc1noc(C3CC3)n1)OCCO2,
1083,Nc1ccnc(N2C[C@H](O)[C@@H](N3CCN(c4ccccn4)CC3)C2)n1,
1084,CCN1CCN(C(=O)c2csnn2)c2ccccc21,
1085,CC(C)S(=O)(=O)N1CCC(c2cc3n(n2)[C@@H](C(F)(F)F)C[C@@H](C)N3)C1,
1086,O=C(NCc1csc(Br)c1)N1CCOCC1,
1087,COCCN1C[C@H]2CCC[C@@H](CNc3ncccn3)[C@H]2C1,
1088,Cc1ccc(C2CSCCN2C(=O)c2cnsn2)o1,
1089,CC(C)c1noc(CN2CCC(c3nc4cc(Cl)ccc4o3)CC2)n1,
1090,Cc1noc(CCCNC(=O)N2CCc3ccccc3C2CO)n1,
1091,Cc1nn(C)cc1-c1cncn1CCc1ccc2c(c1)OCCO2,
1092,COc1ccc(CN2CCN(CC3CC3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1O,
1093,CC(=O)NCc1ccc(C(=O)N2CCCC2c2cnn(C)c2)s1,
1094,CSCC(CCO)NC(=O)Nc1ccc(Br)cc1,
1095,CCOCCN1CCN(Cc2cccc(C(=O)N(C)C)c2)CC1CC,
1096,COCCN1CCO[C@@H]2CN(Cc3sccc3C)C[C@@H]2C1,
1097,CS(=O)(=O)NCCc1cccc2cccnc12,
1098,CC(NC(=O)NCCCn1cncn1)c1ccccc1F,
1099,CC(C)[C@H]1CN(CCS(C)(=O)=O)C[C@@H]1NC(=O)c1ccc(=O)[nH]c1,
1100,CC(C)c1nccn1-c1cccc(C2CCCN(C3CCCC3)C2)n1,
1101,CC(C)NC(=O)N1CC[C@H]2N(C)CC[C@@]2(C(=O)Nc2cccnc2)CC1,
1102,CNC(=O)c1nc(CC(=O)Nc2ccc3cc[nH]c3c2)no1,
1103,CCc1cnc(N)nc1NCCCn1cc(Cl)cn1,
1104,Cc1ccc(CN2CCC3(C2)C(=O)N(CC(C)C)c2ccccc23)s1,
1105,O=C(c1c2c(NCC3CC3)ncnc2n2ccccc12)N1CCOCC1,
1106,CC(=O)N[C@H]1CCO[C@@H](c2cccc(NC(=O)c3ccc(=O)[nH]n3)c2)C1,
1107,Cc1cnn(CC2CN(Cc3csc(C4CCCC4)n3)CCO2)c1,
1108,N#Cc1cn(C2CC2)c(=O)n(CC(O)c2ccc(F)cc2)c1=O,
1109,CCc1nc(C2CCCN2Cc2nc(CCOC)no2)no1,
1110,Cc1cccc(N2CCC3(CCN(Cc4ccccn4)CC3)CC2)n1,
1111,Nc1nc2c(c(NC(=O)Nc3ccccc3)n1)CCCC2,
1112,CN1C(=O)C[C@H]2[C@H]1CCN2Cc1cccc(C#N)c1,
1113,CN(C)C[C@@H]1C[C@@H]2CN(c3ncc(F)cn3)CC[C@@H]2N1C,
1114,O=c1[nH]c(CCN2CCCC2Cn2cncn2)nc2ccccc12,
1115,C[C@@]1(O)CCN(C2CCOCC2)C[C@H]1n1ccc(=O)[nH]c1=O,
1116,Cc1nccn1-c1cc(CNC(=O)COCC2CC2)ccn1,
1117,CN(Cc1ccsc1)C(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl,
1118,CCN1CCCC1CN(CCN(C)C)S(=O)(=O)c1ccc(C#N)cc1,
1119,CCc1nc(CN(C(C)=O)C2CCN(CCc3cnn(C)c3)C2)no1,
1120,N#Cc1cc(N2CCC(S(N)(=O)=O)CC2)c2ccccc2n1,
1121,O=C1COC2(COCCN(c3ccccn3)C2)CN1c1cccc(F)c1,
1122,Cn1cc(C(=O)N2CC[C@@]3(O)CCN(C4CCCCC4)C[C@H]3C2)cn1,
1123,Cc1cc(C)n(CC(C)NC2CCN(Cc3cccnc3)CC2)n1,
1124,COCC(=O)NCc1cc(=O)n2c(n1)CN(Cc1ccccc1)CCC2,
1125,N[C@H]1CN(S(=O)(=O)N2CCCC2)C[C@@H]1c1ccccc1,
1126,CN1CCN(CC2CN(CC3CC3)Cc3nccn3C2)CC1,
1127,O=C(NCc1cccs1)C1CCN(c2cc(-n3ccnc3)ncn2)CC1,
1128,O=C(CN1C(=O)CCC1=O)NCCc1nc(C2CC2)cc(C(F)(F)F)n1,
1129,Cc1cccnc1NC(=O)c1ccc(-n2cncn2)nn1,
1130,OC1(CNCc2noc(Cc3ccccc3)n2)CCCNC1,
1131,COc1ccc2c(C)c(C(=O)NCCCc3csc(N)n3)oc2c1,
1132,CN1[C@@H](c2ccccc2)[C@@H](C(=O)NCC2CCOCC2)C[C@@]1(C)C(=O)O,
1133,O=C(c1ccnnc1)N1CCC2(CC1)CCN(C(=O)c1cccnc1)C2,
1134,Cc1noc([C@H]2C[C@@H]3CCN(C(=O)N(C)C)C[C@H]3O2)n1,
1135,c1ccc2c(c1)COC1(CCCC1)N2,
1136,Cc1oc(C(C)C)cc1C(=O)N1C[C@@H]2CC[C@H]1CN(S(=O)(=O)N(C)C)C2,
1137,Cc1ccc(-c2nnc(SCC(=O)O)n2-c2ccccc2)cc1,
1138,COc1ccc(OCCN(C)S(=O)(=O)N2CCOCC2)cc1,
1139,CCn1ncc2c1CCCC2NCc1cccc2c1OCO2,
1140,O=C(NCc1cc[nH]n1)NC1CCCN(c2ncccn2)C1,
1141,CS(=O)(=O)c1cccc(OCC(=O)N2CCCC2c2ccccc2Cl)c1,
1142,COCc1nc(C(=O)N2CCCC2c2noc(C(C)C)n2)cs1,
1143,Cc1cc(-c2ccc(=O)n(C3CCN(C(=O)C4CC4)CC3)n2)c(C)o1,
1144,COc1c(CNC2(c3noc(C)n3)CCC2)c(C)nn1C,
1145,CCC[C@@H]1CN(Cc2c[nH]nc2-c2ccc(OC)cc2)C[C@H]1NC(C)=O,
1146,Cc1ccccc1C(=O)N1CC[C@@H](N2CCC(O)CC2)[C@H](O)C1,
1147,CNC(=O)c1cn2cc(-c3ccc(F)cc3)n(CC=C(C)C)c(=O)c2n1,
1148,CCc1nc(CN(C)CC(N)=O)cs1,
1149,O=C(CC1CCCCC1)N1CCN(C(=O)NCc2ccccn2)CC1,
1150,CC1CCCCN1C(=O)COc1nc(Cc2ccc(F)cc2)no1,
1151,O=C(c1ccoc1)N1CCCC2(CCC(=O)N2Cc2ccncc2)C1,
1152,COCc1noc(CN2CC(=O)N(C)c3ccccc3C2=O)n1,
1153,Cc1cc(=O)[nH]c(SC(C)C(=O)N2CCCN(C3CCCC3)CC2)n1,
1154,CC(C)c1noc(CCCC(=O)N2CCN(C)CC2c2ccccc2)n1,
1155,COc1cc(C(=O)Nc2nc(C)no2)cc(Cl)c1OC,
1156,COc1ccc(CNC(=O)NCc2nc(C)c(C)s2)cn1,
1157,CCN(Cc1c(C)nn(CC)c1C)S(=O)(=O)c1cnn(C)c1C,
1158,CC(C)OCCCNC(=O)CN(c1ccc(F)c(F)c1)S(C)(=O)=O,
1159,COCC(C)Nc1ccc(-c2nc(Cc3ccc(F)cc3)no2)cn1,
1160,Cc1cc(=O)n2c(n1)SCC2CC(=O)NCc1cc(-c2ccco2)on1,
1161,CN1CCC(c2nnc(CN3CCCCC3)n2C)CC1,
1162,N#Cc1ccc(CN2CCCN(CCCn3cncn3)CC2)cc1,
1163,CC(C)(C)c1cn2c(n1)C(CNCc1ccccn1)CCC2,
1164,Cc1[nH]/c(=N\C(=O)c2csc(NCC(C)C)n2)sc1C,
1165,Cc1nccn1-c1ccc(C(C)NCCC(C)C)cc1,
1166,CCc1noc(CS(=O)(=O)Cc2nc(Cc3ccccc3)no2)n1,
1167,Cc1ccc(C2(O)CCN(C(=O)c3ccc(S(N)(=O)=O)cc3)CC2)nc1,
1168,CCOCCN1CCN(CC(=O)NC2(C#N)CCCC2)CC1CC,
1169,Cc1nnc2n1CCN(C(=O)CN1C(=O)C(C)Oc3ccccc31)C2,
1170,COc1c(C2CCCN2Cc2cn3ccsc3n2)c(C)nn1C,
1171,O=C(O)c1nnn(-c2cc(F)cc(F)c2)c1-c1ccncc1,
1172,Cc1cc2nc(C(C)C)cc(N(C)CC3CCCN3C)n2n1,
1173,Cc1cccc(-c2nc(C)nn2CC(=O)NC(C)C)c1,
1174,Cn1ccnc1-c1ccc(NCCC2COc3ccccc3O2)nn1,
1175,Cc1nn(C)c(C)c1CCC(=O)OCC(=O)N1CCc2sccc2C1,
1176,COCCN(CCN(C)C)C(=O)NC1CCc2ccccc2C1,
1177,COc1ccc(NC(=O)NCC(C)N2CCc3ccccc32)cc1,
1178,Cc1cccc2[nH]cc(CC(=O)N3CCC(Nc4cccnn4)CC3)c12,
1179,COCC(=O)N1CCn2c(CN3CCN(C)CC3)cnc2C1,
1180,CCCn1ncc(CN2CCCC(C(=O)c3ccc(SC)cc3)C2)c1C,
1181,O=C(NCCn1ccnc1C1CCOC1)c1cccnc1,
1182,Cc1cccc(-c2ccc(C(=O)NCCN3CCOCC3)c(=O)[nH]2)c1,
1183,Cc1[nH]ccc1C(=O)N1CCCC(c2ccc(C(=O)O)cc2)C1,
1184,CCN(C(=O)Cc1ccc(NCc2nccn2C)cc1)c1ccccc1,
1185,Cc1ccc(Br)c(S(=O)(=O)NCc2ccnn2C)c1,
1186,CSc1ccc(NCc2csc(C)n2)cc1F,
1187,Cc1ccc(Cn2cc(C)c(N)n2)cc1,
1188,COc1ccc(C)cc1CNCc1ccc(-n2nc(C)cc2C)nc1,
1189,CCOC(=O)c1cccc(N2CCCC3(CCC(=O)N(C4CC4)C3)C2)n1,
1190,COc1ccc2c(ccn2CCC(=O)O)c1,
1191,CC(C)N(CC(N)=O)Cc1csc(Cc2ccccc2)n1,
1192,CCc1nc(C2CCCN2C(=O)c2cnns2)no1,
1193,C1CCN(CCOC2CCNC2)CC1,
1194,COC[C@@H]1CCCN1C(=O)CCc1c(C)nn(C)c1C,
1195,FC(F)Oc1ccccc1CNCc1cc(Br)c2c(c1)OCO2,
1196,Cc1ccccc1N1CC2(CCN(S(=O)(=O)c3ccccc3)C2)CC1=O,
1197,O=C(c1ccc(C2CCCN2)s1)N1CCN2CCC1CC2,
1198,CCc1nc(N2CCC3(CC2)CC(=O)N(Cc2ccc(Cl)cc2)C3)no1,
1199,O=C(CN(Cc1cccs1)C1CCS(=O)(=O)C1)NCC1CCCCC1,
1200,O=C(CN1CCCC(c2ncc[nH]2)C1)NCC(F)(F)F,
1201,CN(C)C(=O)CN1C[C@@H]2CC[C@H](C1)CN2C(=O)CCn1cncn1,
1202,CN(C)c1cccc(C(=O)N2CCn3c(nnc3C3CC3)C2)c1,
1203,CC(C)CN1CC(c2nc(-c3ccsc3)c[nH]2)CC1=O,
1204,Cc1ccccc1-c1noc(CN2CCn3c(nnc3C3CC3)C2)n1,
1205,O=C(NCCSCc1ccc(Br)s1)C1CCCN(c2cnccn2)C1,
1206,CN(CC1CCOC1)S(=O)(=O)c1cccc(C(=O)N2CCCCCC2)c1,
1207,Cc1nc(CN2C(=O)C[C@H]3[C@H]2CCN3CC2CCOC2)cs1,
1208,O=C(CS(=O)(=O)C1CCCC1)NC(c1ccc(F)cc1)C1CC1,
1209,CCCS(=O)(=O)N1CCC2(CCC(=O)N(CCc3ccncc3)C2)CC1,
1210,CCCN1CCCn2nc(CNC(=O)CCc3scnc3C)cc2C1,
1211,CNS(=O)(=O)c1cccc(CNC(=O)CCc2ccsc2)c1,
1212,Cc1ccc(CN(C)C(=O)c2n[nH]c(N)c2-c2ccccc2)o1,
1213,COCc1cncc2c1CCN(Cc1ccccn1)C2,
1214,Cn1nc(C2CCN(C(=O)Cc3cccc(F)c3)CC2)c2cccnc21,
1215,CC(=O)N1CCO[C@@H]2CN(S(=O)(=O)C3CC3)C[C@@H]2C1,
1216,COc1ccccc1OCc1cc(C(=O)N2C[C@H](O)[C@@H](N(C)C)C2)n[nH]1,
1217,CCc1ccc(NC(=O)CCN2CC(n3nc(C)cc3C)C2)cc1,
1218,Fc1ccc(OCCCNC2=NCCN2)cc1,
1219,CC(NC(=O)NCCn1ccnc1)c1ccc2c(c1)NC(=O)CO2,
1220,Nc1nc2c(c(NCc3ccc(C(=O)N4CCCC4)cc3)n1)CCCC2,
1221,COCC(C)(O)CNC(=O)Nc1cccc(OC)c1OC,
1222,OC1(CNCCCN2CCc3ccccc32)CCNC1,
1223,Cc1nc(C)n(CC2CN(Cc3cccc4c3OCCO4)CCO2)n1,
1224,CNC(=O)CN1CCO[C@H]2CN(CC3CC3)C[C@H]21,
1225,O=S(=O)(CCOc1ccc(F)cc1)Nc1cnn(CC(F)F)c1,
1226,CNC(=O)[C@@H]1C[C@H]2CN(C(=O)c3ccccn3)C[C@H]2N1C(C)C,
1227,CCOCC1CN(Cc2ccncc2)Cc2nn(C)cc21,
1228,CC(NC(=O)NCCC1=CCCCC1)c1nncn1C,
1229,NC(=O)C1CCCN(C(=O)c2ccn(-c3ccc(F)cc3)n2)C1,
1230,O=C(NCCC1CC1)NCc1cccc(-n2ccnc2)c1,
1231,Cc1csc(CN(C)C(=O)Nc2cnn(CC3CCCO3)c2)n1,
1232,COCC1Cn2nnc(-c3cnn(C)c3)c2CN1Cc1ccco1,
1233,COc1cccc2c1N(Cc1nc3c(cnn3C)c(=O)[nH]1)CCC2,
1234,Cc1nc(C)c(C(=O)N2CCCC2(C)C(=O)NC2CCCC2)o1,
1235,O=C(CN1CCCCC1Cn1cncn1)NCCc1ccc(F)cc1,
1236,Cc1[nH]ncc1C(=O)N1CCCC(n2cncn2)C1,
1237,Cn1ncnc1-c1ccnc(N2CCC(C(O)c3cccs3)CC2)n1,
1238,O=S(=O)(N1CCCC1)N1CCN(CC2CCCO2)CC1,
1239,CSCCC(=O)N1CCCN(c2ccccc2C)CC1,
1240,CC(C)Oc1cccc(F)c1C(C(=O)O)N1CCCN(C)CC1,
1241,CN1CCC(c2cccc(Cc3ccccc3)n2)CC1,
1242,O=C(O)CCC(=O)Nc1nn(Cc2ccc(F)cc2)cc1Cl,
1243,O=C(Cc1ccc2c(c1)OCCO2)N1CCCC(n2cccn2)C1,
1244,CC(C)NC1CCc2c(ccc(=O)n2CC2CC2)C1,
1245,COCCN1CCN(C(C)C(=O)Nc2ccnn2C(C)C)CC1,
1246,Cc1nc(CN2CCOCC3(CCN(c4ncccn4)C3)C2)cs1,
1247,Cc1nc(C(C)NC(=O)COc2ccc(F)cc2)n[nH]1,
1248,CCn1nc(C(C)C)cc1C(=O)NCc1nc2ccc(OC)cc2[nH]1,
1249,C=C(C)COc1ccccc1CNCCc1cc(O)nc(C)n1,
1250,COc1ccc(CCC(=O)Nc2ccncc2C)cc1,
1251,Cc1nnc(CNC(=O)CC2CCc3ccccc32)o1,
1252,CCC(C)[C@H](N)c1nnc(SCC(=O)Nc2cc(C)ccc2C)o1,
1253,Cc1ccc(S(=O)(=O)N2CCC(Cn3cc(C(C)(C)N)nn3)CC2)s1,
1254,CCOc1ccc(CCC(=O)N2CC[C@H]3C(=O)NCCO[C@H]3C2)cc1,
1255,Cn1cnnc1C1CCCN(C(=O)c2n[nH]c3ccccc23)C1,
1256,CCN(C(=O)CCc1ccc2c(c1)OCO2)C1CC(=O)NC1=O,
1257,Cn1c(CN2CCCC(N3CCCCCC3)C2)cc(=O)n(C)c1=O,
1258,Cn1cc(Cl)c(C(=O)N2CCc3nc4sccc4c(=O)n3CC2)n1,
1259,CC(C)Cc1cc(C(=O)N2CCCN(c3ncccn3)CC2)[nH]n1,
1260,CC(C)COCCCNC(=O)NC(C)c1ccc(-n2cncn2)cc1,
1261,CCN(CC1CCCN(CCc2cccc(OC)c2)C1)C(=O)CCSC,
1262,COC(C)c1noc(CN(C)c2nccnc2C#N)n1,
1263,Cc1ccc(OCCCSC2=NCCN2)cc1,
1264,O=C(c1cccc(-c2ccc(F)cc2)c1)N1CCC2(CC1)[C@@H](O)C[C@H]2O,
1265,Cc1ccc(CN2CCOC3(CCCN(C(=O)c4ccco4)C3)C2)o1,
1266,O=C(c1cccc2ncccc12)N1CCC(Nc2cccnn2)CC1,
1267,O=C(c1ccc2c(c1)[nH]c(=O)n2C1CCCC1)N1CCC1,
1268,Cc1cnn(CC2CCCN2C(=O)CN(C)C2CC2)c1,
1269,CC1(COc2ccccc2)NCCc2[nH]cnc21,
1270,Cc1ccc(C(=O)N2CCN(C(=O)Nc3ccccn3)CC2)o1,
1271,CC(C)CCOc1ccc(C(C)NC(=O)CSCC(N)=O)cc1,
1272,CN(C)C(=O)[C@H]1C[C@@H]2CCN(Cc3ccoc3)C[C@@H]2O1,
1273,COc1ccc(-n2c(SC)nc(O)c(Cc3ccccc3)c2=O)cc1,
1274,Cc1ncccc1C(=O)NC1(c2cccc(F)c2)CCOCC1,
1275,Cc1noc(CNc2ccc(OC(F)F)cc2OC(F)F)n1,
1276,Cc1nc(C)c(C(=O)N2Cc3ccccc3OCC2CN(C)C)o1,
1277,Cc1noc(C2CCCN(C(=O)c3cc(Cl)cn3C)C2)n1,
1278,Cc1cc(NC(=O)CC2(Cn3cnnn3)CCCCC2)nn1C,
1279,COc1ccc(C2Nc3cc(Cl)ccc3C3=NCCN32)cc1CO,
1280,CN(Cc1nnc(-c2ccco2)o1)C(C(N)=O)c1cccc(F)c1,
1281,c1csc(-c2noc(CN3CCCCC3Cn3cccn3)n2)c1,
1282,CC(=O)N1CCCN(CCCSc2ccccc2Cl)CC1,
1283,Cc1ccc(S(=O)(=O)Cc2nnc(C)n2C)cc1,
1284,C1CC(CN2C[C@@H]3C[C@@H](c4nnc(C5CC5)o4)O[C@@H]3C2)C1,
1285,CNC(=O)c1c(C)cccc1NCc1nnc(C2CC2)o1,
1286,O=C1[C@H]2CN(c3cnccn3)C[C@H]2CN1CC1CC1,
1287,Cc1nn(C)c2c(NCc3cccnc3)nc(C(C)C)nc12,
1288,Cc1occc1CNC(=O)NCCN(C)C1CCCC1,
1289,Cc1ccc(O[C@@H]2C[C@H]3CN(C(=O)c4cnccn4)CCN3C2)cc1,
1290,c1cnnc(N2CCCC(NCc3nnc(-c4ccco4)o3)C2)c1,
1291,CC(=O)N1CCC2(CC1)CN(C(=O)C1CC1)c1ccc(F)cc12,
1292,O=C1N(Cc2ccccn2)C[C@H]2CN(S(=O)(=O)c3ccccc3)CCN12,
1293,C[C@@H](NC(=O)c1cnccn1)c1c(-c2ccc(F)cc2)noc1C(=O)O,
1294,COCC(=O)N1CCC2(CC1)CC(OC)c1ccc(F)cc12,
1295,COc1ccc(CCN2CCOC(Cn3nc(C)nc3C)C2)cc1,
1296,CCS(=O)(=O)N1CCc2ncnc(C)c2CC1,
1297,c1cc(-c2cn3nccc3nc2C2CCCCC2)nc(N2CCCC2)n1,
1298,CNC(=O)c1cnn2c(C3CCCN3C)ccnc12,
1299,Cc1cc(NC(=O)CN2CCc3c(nc(C(C)C)n3C)C2)n(C)n1,
1300,NC(=O)C1(CCCc2ccccn2)CCCN(CCO)C1,
1301,Cc1ccccc1CNC(=O)Cc1c(C)nc2cc(=O)[nH]n2c1C,
1302,COc1cccc2c1OCCCN(Cc1ncccc1C(=O)O)C2,
1303,CCCS(=O)(=O)N1CCC2(CC1)CN(CC1CCOC1)c1ccccc12,
1304,CN(C)[C@@H]1CN(Cc2ccoc2)C[C@@H]2CCCO[C@@H]21,
1305,CC(C)(C)NC(=O)c1cccc(CN2CCS(=O)(=O)CC2)c1,
1306,C[C@@H]1CN(C(=O)c2c[nH]c(=O)c(Cl)c2)CC[C@@]1(O)C1CCOCC1,
1307,Cc1ccc2oc(C(=O)N3CCCC(n4ccnc4C)C3)cc2n1,
1308,CC(C)c1cc(NC2CCCN(C(=O)c3cccs3)C2)ncn1,
1309,CC(C)CNC(=O)C1=NOC2(CCN(Cc3cccc(C#N)c3)C2)C1,
1310,CCC1=NC(SCC(=O)c2ccc(Cl)cc2)c2cc(CC)sc2N1,
1311,Cn1cccc1-c1cc(C(=O)N2CCCC2c2nccs2)[nH]n1,
1312,O=C(Cc1ccc(-n2cccn2)cc1)N1CCCC(n2cccn2)C1,
1313,CN(C)C(=O)c1cccc(C2CNCCN2C)c1,
1314,CNC(=O)CN(C(=O)c1ccccc1)[C@H]1C[C@H]2CCOC[C@H]2C1,
1315,Cn1c(NCC(O)c2ccc(Cl)cc2)c(C#N)c(=O)n(C)c1=O,
1316,Cn1cc(C2=NOC(C(=O)NC3(c4ccccc4F)CCCC3)C2)cn1,
1317,CCC(NC(=O)c1ccco1)c1nc(C(F)(F)F)cs1,
1318,CCc1nc(NCCn2cccn2)c2c(n1)c(C)nn2C,
1319,O=C(c1cccc(Cl)c1)N1CC[C@@H](N2CCC(O)CC2)[C@H](O)C1,
1320,NC(=O)C1(c2cnccn2)CCCN1Cc1ccc(F)c(F)c1,
1321,O=C(c1ccc(Cl)cc1)N1CCC(N2CCOC2=O)CC1,
1322,Cc1ccc(Cn2c(=O)[nH]c3csnc3c2=O)cc1,
1323,CC(c1nc(C2CC2)no1)N1CCN(CCn2ccccc2=O)CC1,
1324,COc1ccc(CC(=O)N2CCC(c3nncn3C)CC2)cc1F,
1325,CC(C)(C)NC(=O)C1CSCN1S(=O)(=O)c1cccc(F)c1,
1326,CC(C)N(Cc1ccccn1)Cc1nc2c(cnn2C)c(=O)[nH]1,
1327,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2Nc1ccc(Cl)cc1,
1328,Cc1cc(C)c2c(N3CCC(C(=O)N4CCOCC4)CC3)ncnc2n1,
1329,COc1ccc(CC(=O)N2CCN(c3nccn3C)CC2)cc1,
1330,CCCn1cc(S(=O)(=O)N[C@H]2CN(C(C)=O)C[C@@H]2C2CC2)cn1,
1331,CN(Cc1cccc(C#N)c1)S(=O)(=O)N1CCOCC1,
1332,CCOC(=O)CCCN1CCCC(C(=O)Nc2ccc(Cl)cn2)C1,
1333,CCc1c(-c2ccccc2)nc2c(c(C)c(C)n2CCN(C)C)c1N,
1334,COc1ccccc1COCC(O)CN1CC(n2cccn2)C1,
1335,O=C(C1CCOC1)N1CCN(Cc2ccc3c(c2)CCO3)CC1,
1336,CN(C(=O)CCC(F)(F)F)c1cccc2ncccc12,
1337,COc1cccc(-c2noc(-c3ccc(NCC(C)C)nc3)n2)c1OC,
1338,Cc1nc(C)n(C2CCCN(C(=O)c3nc(C)n4ccccc34)C2)n1,
1339,Cc1cc(CCCC(=O)NC2CCN(C)C2=O)c(C)s1,
1340,Cc1noc(C)c1CNCC1CNc2ccnn2C1,
1341,COc1ccccc1CN(Cc1nc2c(cnn2C)c(=O)[nH]1)C1CC1,
1342,Fc1ccc(NCc2ncc[nH]2)cc1Br,
1343,c1cnc2ccc(C[C@@H]3CC[C@H](CN4CCCOCC4)O3)cc2c1,
1344,CCCS(=O)(=O)NCc1cccnc1Oc1ccc(C)c(F)c1F,
1345,CN1CCN(S(=O)(=O)c2cccc(S(=O)(=O)C3CCS(=O)(=O)C3)c2)CC1,
1346,CN1CC(c2n[nH]c(=O)n2-c2cccc(Cl)c2)CC1=O,
1347,Cc1noc(C)c1C(=O)N1Cc2ncn(C)c2C(COCC(C)C)C1,
1348,CN(C)CC1[C@@H]2CN(C(=O)c3cc(=O)[nH]c4ccc(F)cc34)C[C@H]12,
1349,CCOc1nc2cccnc2n(CC(=O)NCCOC)c1=O,
1350,CCCc1cc(C(=O)N2CCC3(CCCN(CCO)C3=O)C2)cs1,
1351,COCc1noc(-c2ccc(N3CCCC3c3nccs3)nc2)n1,
1352,CCC(CC)Cn1ncc(N2CCOCC2)cc1=O,
1353,CCn1nc(C)c(CNC(=O)c2nnc3ccc(OC)cc3n2)c1C,
1354,CCc1nnnn1Cc1csc(N(C)C(C)=O)n1,
1355,CC(=O)N1CCC2(CC1)c1ncc(-c3ccccc3)n1CCN2C,
1356,COc1ccc(CN2CCCC(N3CCCC3)C2)cc1Cn1cncn1,
1357,Cn1cnc(S(=O)(=O)NCC(O)c2ccc3c(c2)CCO3)c1,
1358,COc1ncccc1CNC(=O)N(Cc1ccc(F)cc1F)C1CC1,
1359,c1cnnc(NCC2CN(CCn3cccn3)CCO2)c1,
1360,CCC(=O)N1CCN(C(=O)CCn2cc(Cl)cn2)[C@H]2CS(=O)(=O)C[C@H]21,
1361,CCn1cc2c(n1)CN(Cc1cnn(C)c1)CC2COCC1CC1,
1362,Cc1nn(-c2ccccc2)cc1C(=O)N1CCCN2CCCC2C1,
1363,O=C(NCCc1cc(F)ccc1F)NC(CO)c1ccccc1,
1364,COC1COC2(CCN(C(=O)c3ccccc3F)CC2)C1,
