,Smiles,S_Hit
3357,CN1CCN(c2nsc(-c3ccccc3)c2C#N)CC1,
3358,O=C(CN1CC(c2nc(-c3cccs3)no2)C1)NCC1CCCO1,
3359,COc1ccccc1CC1CCCN(CCN2CCOC2=O)C1,
3360,CC(=O)NCCCSC1CCN(c2c(F)cccc2F)C1=O,
3361,Cc1cc(C)n2c(CCCNS(=O)(=O)c3ccccc3)nnc2n1,
3362,Cc1nccn1CCC1CCCCN1C(=O)c1ccc2[nH]nnc2c1,
3363,Fc1ccc(C2CCCCN2Cc2cc(-c3ccccn3)no2)cc1,
3364,COCc1nnc(C(=O)N2CC(N3CCCCC3)C2)o1,
3365,CC(C)c1cc(CN2CCC(N)CC2)no1,
3366,CC(O)(CCc1ccccc1)CNC(=O)c1cccs1,
3367,O=C(O)c1cc(-c2ccc3c(c2)OCO3)cc(S(=O)(=O)NC2CC2)c1,
3368,Cc1ccnc(OCC(=O)N2CCC(C(N)=O)CC2)n1,
3369,Cc1nn(C)c2ncnc(N3CCCC(OCc4cccnc4)C3)c12,
3370,Cc1cc(C)n(CC(C)CNC(=O)NCc2c(C)cc(C)[nH]c2=O)n1,
3371,O=C(CCn1ccnc1)N1CCCC(n2cncn2)C1,
3372,Cc1cnc(N2CCC3(CCCN3C(=O)c3ccco3)CC2)nc1,
3373,O=C(c1cccnc1Oc1ccccc1)N1CCCn2ncnc21,
3374,CCN(CC)CCn1ccnc1-c1cccc(O)c1,
3375,Cc1noc(C)c1CC(=O)NCc1ccnc(OCC(F)(F)F)c1,
3376,Cc1nc2c(c(NC(C)C)n1)CCN(Cc1cccnc1)CC2,
3377,Cc1cc(C(=O)N(C)Cc2cccs2)nc(N2CCCCC2)n1,
3378,Cc1nc(C)n(C2CCCN(C(=O)COc3ccccc3)C2)n1,
3379,CCS(=O)(=O)N1CCC[C@]2(C(=O)N(C)C)CN(c3ncccn3)C[C@@H]2C1,
3380,CNS(=O)(=O)c1cccc(C(C)NCc2ccc(F)c(F)c2)c1,
3381,CCN(CC)CCN1CCO[C@H]2[C@@H](OCc3ccncc3)CC[C@@H]21,
3382,CCOCCN1CCN(C=C2NN=C(c3occc3C)O2)CC1CC,
3383,Cn1ncc2c(N3CCCN4CCC[C@H]4C3)nc(C(C)(C)C)nc21,
3384,CC(C)CC(CCO)CNC(=O)N1CCOC2(CCCC2)C1,
3385,COc1ccc2c(OCC(=O)NCC(F)(F)F)ccnc2c1,
3386,Cc1cnn(C2CCCN(C(=O)c3ccc(-n4ccnc4)cc3)C2)c1,
3387,CCc1cnc(C(C)NC(=O)N2CCCN(CC(F)F)CC2)s1,
3388,CN(C)[C@@H]1CN(C(=O)c2cc3cccc(F)c3[nH]2)C[C@H]1O,
3389,C[C@@H]1CN(Cc2c[nH]c(CC3CCCC3)n2)CC[C@]1(C)O,
3390,Cn1ncc2c1NC(=O)CC2c1ccc(Cl)cc1Cl,
3391,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1,
3392,O=C(NCC1CCCO1)c1nc2c(s1)CCCN2CC1CC1,
3393,Cc1ccoc1C(=O)N1CC[C@@]2(C[C@H](NS(C)(=O)=O)CCO2)C1,
3394,O=C(NCC1CCOCC1)c1cc(-c2cccnc2)c2cnccc2n1,
3395,Cc1cc(NC2CC3(CCN(Cc4cscn4)C3)C2)ncn1,
3396,O=C(CN1CCCC1c1nc(-c2ccccn2)no1)N1CCOCC1,
3397,Cc1nnc2n1CCN(Cc1c(Cl)ccc3cccnc13)C2,
3398,CCc1noc(C(C)N2CCN(Cc3cnc(C)cn3)CC2)n1,
3399,Cn1nc(C(=O)N2CCOCC2)c2c1CN(CC1CCC1)C2,
3400,O=C(O)c1cncc(Cc2ccc(F)cc2)c1,
3401,c1ccc(COC[C@@H]2CC[C@H]3[C@H](CCN3c3ncccn3)O2)nc1,
3402,O=C(CCC1CC1)N1CCC(n2cc(C3(O)CCCC3)nn2)CC1,
3403,Cn1ccnc1-c1ccc(NCc2cn3c(n2)SCC3)nn1,
3404,Cc1cn2c(n1)CCC(NC(=O)c1cncnc1C)C2,
3405,CC1(NC(=O)Cc2csc(NC(=O)c3ccccc3)n2)CCS(=O)(=O)C1,
3406,CC1CCN(CCNCc2cc(-c3ccccc3)cn3nnnc23)CC1,
3407,O=C(c1cn(CC(=O)N2CCCC2)c2ccccc12)C1CC1,
3408,CN(Cc1cn2c(n1)CN(CC1CCOC1)CC2)Cc1ccco1,
3409,Cc1cccc2c1nc1n2[C@@H](CNC(=O)c2cnccn2)COC1,
3410,CCn1nc(C)c(CCNC(=O)C2CCCN(CC(N)=O)C2)c1C,
3411,COc1cc(CCC(C)O)c(OC)c2c1OCO2,
3412,CC(C)n1ccnc1C1CCN(Cc2ccc(C(F)(F)F)c(F)c2)CC1,
3413,O=C1C[C@H]2[C@H](CCN2C(=O)c2cc[nH]n2)N1Cc1cccnc1,
3414,O=C(C1CC=CC1)N1CC[C@H]2[C@@H]1CCC(=O)N2c1ccccc1,
3415,CC(c1cccnc1)N(C)C(=O)NCCOc1ccc(C#N)cc1,
3416,COCC1c2nnn(C)c2CCN1C(=O)COc1ccccc1C,
3417,CCCn1nccc1NC(=O)CN1CCc2c(nc(C3CC3)n2C)C1,
3418,CCn1c(CN2CCN(CCO)CC2)nc2c(F)cccc21,
3419,COc1cc(N2C[C@H]3OCC[C@H]3[C@@H](C(=O)NC3CC3)C2)ncn1,
3420,Fc1cnc(N2C[C@@H]3C[C@@H](c4nc(C5CC5)cs4)O[C@@H]3C2)nc1,
3421,CCOCCCNC(=O)NC(C)c1ccc(-n2cncn2)cc1,
3422,CC(C)n1ncc2cc(NC(=O)N3CCC(N4CCCC4)C3)cnc21,
3423,CC(CC(=O)c1ccccc1)NC(=O)c1ccon1,
3424,CCCN1CCN(C(=O)Cc2cccnc2)[C@H]2CS(=O)(=O)C[C@H]21,
3425,Cn1nnc2cc(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)ccc21,
3426,Cc1cccc(CNC[C@H]2Cn3cc(-c4ccccc4)nc3CO2)n1,
3427,O=C(c1ccsc1)N1C[C@H]2CN(Cc3cccc(F)c3)C(=O)[C@H]2C1,
3428,CCOc1cc(C)nc(N2CCN(C(=O)c3cc(C)on3)CC2)n1,
3429,CCC(C)(NCC(=O)NC(C)C)c1nc(C)cs1,
3430,COCCOc1ncccc1CNC(=O)N1CCOCC1,
3431,Cc1nc(CN2CCC(C(=O)N(C)C3CCC(C)CC3)CC2)cs1,
3432,COc1cc(-c2cc(=O)[nH]cn2)cc(OC)c1OC,
3433,CN1CCN(C(=O)C2CCCN2c2ncnc3ccsc23)CC1,
3434,CC(=O)N(C)CCCc1cc(-c2ccccc2)no1,
3435,CCCn1nccc1C(=O)N1CCCC(C(=O)CCc2ccccc2)C1,
3436,O=S(=O)(NCCCn1cccn1)c1ccc2c(c1)CCC2,
3437,CCN(CC)c1ccc(NC(=O)NCC2(C(N)=O)CCOCC2)cn1,
3438,Cc1cc(C)nc(C2CCCN2c2ccnc(C)n2)n1,
3439,Cc1csc(CN2CCC[C@]3(C[C@@H](OCC4CC4)CO3)C2)n1,
3440,Cc1nc(CN(C)C2CCCN(c3ccccc3)C2)no1,
3441,NC(=O)C1CCN(CCc2ccc(NCc3ccoc3)cc2)CC1,
3442,CC(C)c1n[nH]c(C2CN(C(=O)c3cc(Cl)c[nH]3)CCO2)n1,
3443,COc1cccc(NC(=O)NCc2cnn(C)c2)c1,
3444,Cc1ccc(C(=O)NCC2Cc3ccccc3O2)cc1S(C)(=O)=O,
3445,Cc1csc(N2CCN(CCc3ccccn3)CC2C)n1,
3446,CN(Cc1nnc(C2CC2)n1C)C1CCN(Cc2ccccc2)C1,
3447,Cc1cc(-c2nn(C)c(Cl)c2CN2CCOCC2CC(=O)O)no1,
3448,CCOCC1CN(C(=O)c2cccc(C)n2)Cc2cnn(C)c21,
3449,COc1ccccc1OCc1cc(C(=O)N2CC=CC2C(C)C)n[nH]1,
3450,CC(C)CCCC(C)NC(=O)c1ccc(OCC(N)=O)cc1,
3451,O=C(CCc1cncc(F)c1)NS(=O)(=O)c1ccc(F)cc1F,
3452,CCn1nc(C)c(CN(CCCOC)Cc2ccccn2)c1C,
3453,COc1ccc(C[C@H]2CN(C(=O)c3ccncc3)CC[C@@H]2OC)cc1,
3454,CC(C)CN1CCCn2nc(CNC(=O)Cc3cccc(O)c3)cc2C1,
3455,CC(CS(C)(=O)=O)N(C(=O)c1ccc(Cl)s1)C1CC1,
3456,Cc1ccc(C(=O)N2CCN(c3ncnc4nc(N)ccc34)CC2)cc1,
3457,Cc1cccnc1NC(=O)N(CCO)Cc1ccsc1,
3458,Cc1ccccc1CN(CCN(C)C)Cc1ccccc1C(=O)O,
3459,COc1cc(CC(O)CC#N)c(OC)c2c1OCO2,
3460,Cc1ccoc1C(=O)NC1CCN(C(=O)Nc2ccccn2)CC1,
3461,CC(=O)N1CCCC2(C1)CN(C(=O)C1CCCCC1)CCO2,
3462,COCCN1CC[C@@H]2CN(Cc3nccn3C)C[C@@H]2C1,
3463,CC(O)CN1CCN(C(=O)c2cc(Cl)cc3cccnc23)CC1,
3464,CC(NC(=O)NCCCN(C)S(C)(=O)=O)c1ccc(C#N)cc1,
3465,CC(CCn1cccn1)N1CCC(n2cc(C(C)(C)N)nn2)CC1,
3466,Cc1ncccc1CNCC1CCN(CCO)CC1,
3467,O=C(COC[C@@H]1CC[C@H]2[C@H](CCN2Cc2ccco2)O1)N1CCCC1,
3468,O=C(NCCN1CCOCC1)C1=NOC2(CCN(Cc3nccs3)C2)C1,
3469,CNS(=O)(=O)c1cccc(C(C)NCc2ccco2)c1,
3470,CCc1ccc(C(=O)N2CCCn3nnc(Cn4cccn4)c3C2)cc1,
3471,Cc1noc(NC(=O)c2ccc(F)cc2)n1,
3472,CC(C)CN1C(=O)CC(N2CCN(c3ccc(F)cc3)CC2)C1=O,
3473,O=C(Nc1ccc(-n2cccn2)cc1)N1CCC(O)C1,
3474,CCC(C)NS(=O)(=O)c1ccc(C(=O)NC2(C#N)CCC2)cc1,
3475,Cc1nnc(NCC2(c3ccc(Cl)cc3Cl)CCOCC2)c(C#N)c1C,
3476,CCn1nc(C)c(NC(=O)CN2CCC(c3ccccc3Cl)C2)c1C,
3477,N#Cc1ccc(N2CCC3(CC2)CC(OCc2cccnc2)CO3)cc1,
3478,O=C(c1ccco1)N1CCC(n2cc(-c3ccsc3)nn2)CC1,
3479,CC(C#N)(NC(=O)COc1ccccc1Br)C1CC1,
3480,Cc1ccc2c(n1)N(CCn1cccn1)CCN(CC1CC1)C2,
3481,O=C(c1cc(Cn2ccc3ccccc32)[nH]n1)N1CCC[C@H]1CO,
3482,O=C(c1ccc(OCC2CC2)nc1)N1CCCC(n2cncn2)C1,
3483,CC(C)c1noc(CCCC(=O)NCC2CCS(=O)(=O)C2)n1,
3484,COCCCN1CCCC(c2nccn2CC2CCC2)C1,
3485,Cc1nc(-c2cc(F)c3c(c2)CC(CN)O3)c[nH]1,
3486,Cc1ccc2nnc(C(=O)NCC3CCCC3)nc2c1,
3487,O=C(c1ccc(Br)o1)N1CCCC(n2cncn2)C1,
3488,Cc1ccoc1C(=O)NC1CCN(Cc2cccc3c2OCCO3)CC1,
3489,N#Cc1c(N2CCN(CC3CCOC3)CC2)nc2ccccn12,
3490,CC(C)(O)CSCCNC(=O)c1ccc(F)cc1Cl,
3491,CC(C)c1nnc2n1CCN(C(=O)c1ccc(N(C)C)nn1)C2,
3492,O=C(c1cccc(F)c1)N1CCN2C[C@H](OCc3cccnc3)C[C@H]2C1,
3493,CCN1N=C(C(=O)N2CCCC(c3nc(C)cs3)C2)CCC1=O,
3494,O=C(c1cc(-n2cccn2)ccn1)N1CCOc2ccc(F)cc21,
3495,CN(Cc1cccnc1)C1COC2(CCN(Cc3nccs3)CC2)C1,
3496,Cc1csc(Nc2cc(C3CCCCN3C)nc(C)n2)n1,
3497,CN(Cc1ccc([S+](C)[O-])cc1)c1ccc(C(F)(F)F)cn1,
3498,Cc1cc(CN2C[C@@H]3COC[C@]3(CN(C)C)C2)no1,
3499,Cc1ccsc1C(=O)N1CC(C(=O)NCC2CC2)C2(CCOCC2)C1,
3500,Cc1ccc(CN2CCCC3(COCCN(Cc4c[nH]nn4)C3)C2)s1,
3501,Cc1cccc(CN2C[C@@H]3CN(C4CCOCC4)C[C@@H]3C2=O)c1,
3502,NCC(=O)N1CCCC1c1nccnc1Nc1ncccn1,
3503,NCc1cc(NCC(c2ccccn2)N2CCOCC2)ncn1,
3504,COc1ccccc1-n1nc(CC(C)C)nc1CSc1nnc(N)s1,
3505,c1cc(CNCC2OCCc3cn(CC4CC4)nc32)cs1,
3506,COCC[C@]1(O)CCN(Cc2nc(C(C)C)cs2)C[C@H]1C,
3507,COc1c(C2CCCN2C(=O)c2scnc2C)c(C)nn1C,
3508,Cc1nc(C)n(Cc2cccc(NC(=O)NC(C)(CO)C3CC3)c2)n1,
3509,Cc1nc(C2CCCN2CCCS(N)(=O)=O)no1,
3510,Cc1nc2ccccn2c1CN1C[C@@H](CN2CCOCC2)[C@@H](CO)C1,
3511,Cc1cnn(CC2CCCCN2CCCS(N)(=O)=O)c1,
3512,CC(C)C(=O)NCCNC(=O)C12CCC(=O)N1c1cc(Cl)ccc1S2,
3513,Cn1ncc2c(N[C@@H]3C[C@H]4CC[C@@H]3C4)nc(-c3ccncc3)nc21,
3514,Cc1nc(N(C)C)ncc1C(=O)NCCCn1nccc1C1CC1,
3515,COc1cnc(N2CCCN(Cc3ccc(F)cc3)CC2)nc1,
3516,NS(=O)(=O)c1ccc(F)c(C(=O)NCCSC2CCCCC2)c1,
3517,CC(C)n1cnnc1CNC(=O)CCCOc1ccccc1Cl,
3518,Cc1cnn(CC(C)NCc2csc(-c3cnn(C)c3)n2)c1,
3519,Cn1cnnc1-c1ccnc(NCc2ccc3c(c2)OCCO3)c1,
3520,CCCn1nccc1NC(=O)CN1CCC[C@H]1CO,
3521,CC(C)(C)NC(=O)N1CCC(NC(=O)Cc2cccnc2)CC1,
3522,FC(F)(F)c1cc(NCCCn2cccn2)nc(-c2cccnc2)n1,
3523,CCc1ccc2c(c1)C(CCNC(=O)CSC(F)(F)F)C(=O)N2,
3524,COc1ccccc1C1(CNCc2cccc(O)c2)CCOCC1,
3525,O=C(NCC[S+]([O-])Cc1ccccc1)c1ccc2[nH]c(=O)[nH]c2c1,
3526,O=C(c1ccncc1)N1C[C@@H]2CCN(c3cccnc3)C[C@@H]2C1,
3527,NC(=O)c1cccc(CCNCc2cccs2)c1,
3528,CCNC(=O)N1CCN(C(=O)c2cc(Cl)cc3cccnc23)CC1,
3529,Cc1ccccc1SCC(=O)NS(=O)(=O)c1ccc2c(c1)OCCO2,
3530,Cc1c(Cl)c(C(F)(F)F)nn1C(C)C(=O)NC1CCN(C)CC1,
3531,COC(=O)CN(C(=O)C(C)c1c(F)cccc1F)c1cccc(C)n1,
3532,Cc1cc(C(=O)Nc2nnn[nH]2)ccc1I,
3533,CC(=O)NC1(C(=O)N(C)Cc2c(C)noc2C)CCCCC1,
3534,Cc1nc(C)n(CC2CCCN2Cc2ccccn2)n1,
3535,CCCSCC(=O)N1C[C@@H]2CC[C@H]1CN(c1ncccn1)C2,
3536,COC(=O)N1CCCC(NC(=O)NCc2csc(C)n2)C1,
3537,CCc1nccn1C1CCCN(C(=O)CCCc2ccccn2)C1,
3538,CCCOc1ccc(C(=O)N2CCN3CCNC(=O)C3C2)cc1Cl,
3539,Cc1nc(CC(=O)N2CCN(c3ccc(N(C)C)cc3)CC2)cs1,
3540,CCc1ccsc1C(=O)NC(C#N)CC(C)C,
3541,Cc1cc(C(=O)N2CCCC(c3nncn3C)C2)no1,
3542,CCN(CC)C(=O)CCCNC(=O)c1csc(NC2CC2)n1,
3543,Cc1csc2ncnc(N3CCC(Cn4cc(C(C)(C)O)nn4)CC3)c12,
3544,Cn1cc(C(=O)N2CCN(c3ncccn3)CC2)ccc1=O,
3545,COc1cc(CNCC(O)c2ccccc2F)cc2c1OCO2,
3546,CCN(C)S(=O)(=O)NCC(C)(O)c1ccsc1,
3547,Cn1ccnc1SC1CCc2ccccc2NC1=O,
3548,CC(CCSc1ccccc1)N1CCCN(C(N)=O)CC1,
3549,CC(NC(=O)CSCC#N)c1cccc(Cl)c1,
3550,CC(C)(CNCc1ccc(OCc2cscn2)cc1)C(N)=O,
3551,COCCC(=O)N1CCn2c(COCC3CC3)cnc2C1C,
3552,O=C(NCc1ccco1)c1cc[n+]([O-])cc1,
3553,COCCN1C(=O)[C@@H]2CC[C@H]1CN(S(=O)(=O)c1ccc(OC)cc1)C2,
3554,Cc1nc(C)c(C(C)NCc2c(C)nn(C)c2N(C)C)s1,
3555,Cc1cnn(CC2CCCN2C(=O)Cc2c(C)noc2Cl)c1,
3556,COC1CCN(c2ccc(NC(=O)C3CC3)cc2C(F)(F)F)CC1,
3557,O=C(C1CCCC1)N1CCC(Nc2ccncn2)CC1,
3558,COCC(=O)N1CCN(S(=O)(=O)c2ccccc2)[C@H]2CS(=O)(=O)C[C@H]21,
3559,COCC1CCN(C(=O)c2cccc(S(=O)(=O)NC3CCCC3)c2)C1,
3560,Cc1cccc(CN2CCc3nnc(CN(C)C)n3CC2)n1,
3561,CC(C)Cc1ccc(S(=O)(=O)Nc2ccc(=O)n(C)c2)cc1,
3562,c1ccc(-c2nc(CNCC3CCCN3c3cccnn3)co2)cc1,
3563,Cc1cc(CN2CCN(C(=O)C3(C#N)CCCC3)CC2)on1,
3564,CN(Cc1ccccn1)CC1CCCN1c1cccnn1,
3565,Cc1ccnc(NC(=O)C2CCN(CCCn3ccnc3)CC2)c1,
3566,CS(=O)(=O)NCCC(=O)N1Cc2cnc(-c3ccccc3)nc2C1,
3567,O=C(COc1coc(CN2CCCCC2)cc1=O)Nc1ccc(Cl)cc1,
3568,O=C(NCC(F)(F)F)c1ccc(-n2cncn2)nn1,
3569,CCC(C)N(Cc1cccnc1)C(=O)CCSC,
3570,Cc1cc(C)nc(-n2nc(C)c3c2NC(=O)CSC3c2cnn(C)c2)n1,
3571,CCn1cnnc1CNC(=O)N(C)Cc1ccc(Cl)cc1Cl,
3572,COCCN1CCCn2c(nc(CNC(=O)COC)cc2=O)C1,
3573,OC1CCN(c2ccccc2NCc2nc(-c3cccs3)no2)CC1,
3574,CCCNC(=O)NCc1cccnc1OC,
3575,COc1ncccc1C(=O)N1CC(c2nc(-c3ccco3)no2)C1,
3576,CSCCc1nc(-c2ccc3c(c2)OCO3)n(C)n1,
3577,Cc1cccc(C(=O)N2CC[C@H]3C[C@@H](C)O[C@@H]3C2)n1,
3578,Cn1nc(Cn2cccc2)c2c1CN(Cc1ccsc1)C2,
3579,CC(=O)N1CCCn2nc(CNC(=O)N3CCCCC3)cc2C1,
3580,CCOc1ccc(-c2nc(C(=O)NCC3CCOC3)cs2)cc1,
3581,O=C(c1cc(-n2cccn2)ccc1Cl)N1CCC(N2CCCC2=O)CC1,
3582,CS(=O)(=O)c1cccc(S(=O)(=O)NC(=O)CC2CCCC2)c1,
3583,O=C(NCc1ccccc1-n1cccn1)N1CCN2CCCCC2C1,
3584,COCc1nc(CNC2CSCCSC2)no1,
3585,CC(C)c1nc(CCN(C)C(=O)C2COc3ccccc3C2)no1,
3586,Cc1nc(N(C)C)nc2c1COCC21CCN(C(=O)NC(C)C)C1,
3587,CN(C)CCN1CCN(C)C2(CCN(c3nccs3)CC2)C1=O,
3588,COc1cccc(OCC(=O)NS(=O)(=O)c2ccc(C)s2)c1,
3589,COCC(C)(CCO)NC(=O)Nc1cccc(Br)c1C,
3590,CN(C)C(=O)c1cn[nH]c1C1CCCN1Cc1cncn1C,
3591,CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,
3592,CN(C)C(=O)c1ccc(C2CCCNC2)nc1,
3593,COCC1CN(Cc2csc(C)n2)Cc2nccn2C1,
3594,O=C(c1ncoc1-c1ccco1)N1CCCN(c2ncccn2)CC1,
3595,Cc1ccc(S(=O)(=O)NC(=O)c2cccc3c2OCCO3)c(C)c1,
3596,Cc1ccsc1C(=O)NCc1ccnc(OCC(F)(F)F)c1,
3597,CCn1ccnc1CN1CCCN(C(=O)c2ccsc2)CC1,
3598,CC(NC(=O)CCOc1cccc(F)c1)c1nnc2n1CCC2,
3599,NC(=O)c1cccc(CC2CCN(C(=O)CCc3cccc(F)c3)C2)c1,
3600,O=C(C1CCCC1)N1C[C@@H](c2ccsc2)[C@@H]2CN(C3CCCC3)CC[C@@H]21,
3601,CCSCC(C)NCc1nncn1C1CCCCC1,
3602,COCC(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCc2ccccc2C1,
3603,O=C(NCC(O)c1cccs1)c1sccc1OC(F)F,
3604,CCOc1ccc(-c2c(-c3ccccc3)ncn2C2CCNC2)cn1,
3605,Cc1cc(OCC(=O)N2CCCC(c3noc(C(C)C)n3)C2)no1,
3606,CCC(CO)N(Cc1ccccn1)C(=O)c1ccc(=O)[nH]c1,
3607,CNC(=O)[C@H]1C[C@@H]2CN(Cc3cccnc3OC)C[C@@H]2N1C(C)=O,
3608,COCCN(C)CC1CCCN1S(=O)(=O)Cc1ccccc1F,
3609,CC1c2ncc(COCC3CC3)n2CCN1C(=O)c1ccn(C)n1,
3610,CC(C)c1nnc2n1CC(CNCc1nnc(C(C)(C)C)o1)CC2,
3611,O=C1N(CCCc2ccccc2)CCCC1(O)CN1CCC(CO)CC1,
3612,CN(Cc1nc2ccsc2c(=O)[nH]1)CC1CCCCC1,
3613,c1cc(CN2Cc3nccn3CC(Cn3cncn3)C2)ccn1,
3614,COCCc1noc(CN2CC(C)(c3ccccc3)CCC2=O)n1,
3615,CCCNC(=O)CN1CCOC(CC)C1,
3616,C=C(C)CNC1CCCN(Cc2noc(C3CC3)n2)C1,
3617,Cc1cc(C)nc(N2CCCC2c2cccnc2)n1,
3618,CS(=O)(=O)N1Cc2nccn2CC(CN2CCCC2)C1,
3619,CCCc1nnc(C(=O)N(C)Cc2cnc3ccccn23)o1,
3620,CN(C)c1ncc(CN2CCC(c3nnsc3S(C)(=O)=O)CC2)cn1,
3621,Cc1ccsc1CN(Cc1nc2c(cnn2C)c(=O)[nH]1)C(C)C,
3622,CC(C)CC(NC(=O)CSCC(N)=O)c1cccs1,
3623,CCc1ccc(CN2CCN(c3ncc(Cl)cn3)CC2)nc1,
3624,Cc1ccc(CNC(=O)c2cc(CN3CCC(O)CC3)on2)s1,
3625,CN(C)c1nccc(C2CCN(c3ncccn3)CC2)n1,
3626,COc1ccccc1CC(=O)N1CC[C@H](O)[C@]2(CCCO2)C1,
3627,O=C(CCC(=O)N1CCNC(=O)C1c1cccc(F)c1)NC1CCCC1,
3628,CCN(CC)Cc1ccc(C(=O)N2CCCCC2Cn2cccn2)o1,
3629,CC(NC(N)=O)C(=O)NCc1ccc(Br)c(F)c1,
3630,Cc1cnc(CN(C)C2CCN(CCc3ccccn3)CC2)cn1,
3631,COCCn1cc(NCc2c[nH]nc2-c2ccc(OC)cc2)cn1,
3632,CCOCC1CN(Cc2ccsc2)Cc2cnn(C)c21,
3633,CC(C)(CO)CNC(=O)c1cc(-c2cc[nH]n2)n2ccccc12,
3634,Cc1c(Cl)c(C(=O)NN2CCOCC2)nn1C,
3635,CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cn(C)nc2C)CN1Cc1sccc1C,
3636,Cc1cc(S(C)(=O)=O)c(C)c(S(=O)(=O)NCC2CCC2)c1,
3637,CN(C)C(=O)C1OC2(CCN(C(=O)c3ccoc3)CC2)c2ccccc21,
3638,O=C(COc1ccc2c(c1)CCC2)NS(=O)(=O)c1cncc(Br)c1,
3639,c1cnc(-c2nc(CN3CCC(c4ccn[nH]4)CC3)cs2)nc1,
3640,COC(=O)c1cnc(C(=O)N(c2ccc(OC)c(F)c2)C(C)C)cn1,
3641,Cc1nc(C)n(CC2CCCN(Cc3cccc(C(N)=O)c3)C2)n1,
3642,CC(C)N(C)C(=O)CN1CCCC(c2ccc(C(=O)O)cc2)C1,
3643,Cc1ccc(C)c(Sc2nccn(C)c2=O)c1,
3644,c1coc(CN2C[C@@H]3OCCN(CCN4CCCC4)[C@@H]3C2)c1,
3645,CCc1[nH]ncc1C(=O)N1CCCC(n2cccn2)C1,
3646,CCc1nc2ccccc2n1C(CC)C(=O)N(C)Cc1noc(C)n1,
3647,Cc1cccc(C(=O)N2C[C@@H]3OCCN(c4ncccn4)[C@@H]3C2)n1,
3648,CCOCCCC(=O)N(C)C(c1cccc(F)c1)c1ccccn1,
3649,Cc1nc2ccccc2nc1CN1CCCCC1Cn1cncn1,
3650,Cc1ccc(CN2CCC3(CCN(c4cnn(C)c4)C3=O)C2)s1,
3651,COCCN1CCN(CCS(=O)(=O)C(F)(F)F)CC1C,
3652,CC(C)(C)CC(=O)N1CC[C@H]2NC(=O)N(Cc3ccccc3)C(=O)[C@H]21,
3653,Cc1nn(C)c(C)c1-c1cnc(CC2CCNCC2)cn1,
3654,CCS(=O)(=O)CC(=O)Nc1ccc2oc(C3CC3)nc2c1,
3655,CN(C)CCN1CCCC12CCN(C(=O)c1cccn1C)CC2,
3656,CCN(Cc1cccc2c1OCO2)C(=O)Nc1ccncc1,
3657,CN(C)C(=O)CCCS(=O)(=O)Cc1cc(Cl)c2c(c1)OCO2,
3658,CC(C)CCn1[nH]c(CNc2ccc(F)cc2)nc1=O,
3659,CCCN1CCCC1c1ccc(C(=O)N2CCOCC2)s1,
3660,Cc1cccc(-c2ccc3nc(C4CCN(CC5CC5)CC4)nn3c2)c1,
3661,COCCC1CN(c2nc(-c3ccccc3)nc3c2CCNC3)CCO1,
3662,Cc1nc(CO[C@H]2CN(Cc3ccccn3)[C@@H]3CCCO[C@H]23)cs1,
3663,COc1ccccc1CN1CC[C@]2(C[C@@H](OCC(=O)N(C)C)CO2)C1,
3664,CN(C)CC(=O)N1CCCCC1c1nc(N)ncc1-c1ccccc1,
3665,O=C(Nc1c(F)cccc1Oc1ccccc1)C1CCS(=O)(=O)C1,
3666,O=C(c1cccnc1)N1CC[C@H](OCC2CC2)[C@@H]1Cc1cccnc1,
3667,CNC(=O)[C@@H](c1ccccc1)N1CCC[C@H]1C(=O)NCc1ccccn1,
3668,CCC[C@@H]1CN(Cc2ccccc2-c2ccco2)C[C@H]1NC(C)=O,
3669,CCn1cc(NC(=O)C2CCN(CC(=O)NC3CCCC3)CC2)cn1,
3670,Cc1nc(CN2CCO[C@H]3CN(C(=O)Cc4cccs4)C[C@H]32)cs1,
3671,Cc1cnn(CC2CCCN2CC(=O)Nc2cc(C(C)C)no2)c1,
3672,c1cnnc(NCC2CN(CC3CCOCC3)CCO2)c1,
3673,COc1ccc2c(c1)CCCC2CC(=O)NCC(=O)O,
3674,CC(Cc1ccsc1)NC(=O)c1cc(N2CCNC2=O)ccc1F,
3675,COCc1cn(C2CCN(CCC(C)c3ccccc3)CC2)nn1,
3676,Nc1nccnc1CC1CCCN(Cc2cccc3[nH]ccc23)C1,
3677,Cc1cc(C)n(C2CCN(c3ncnc4c3CCNCC4)C2)n1,
3678,O=C(NCC1CC2(CO1)CN(c1ncccn1)C2)C1CCC1,
3679,CN1CCCC(c2cccc(Cc3ccccc3Cl)n2)C1,
3680,O=C1OCCN1CCc1nc(-c2cc3c4c(c2)CC(=O)N4CCC3)cs1,
3681,c1cnc(CC2COCCN(C3CCCCC3)C2)cn1,
3682,O=C(Nc1cccc(N2CCOCC2)c1)N[C@H](CO)c1ccccc1,
3683,Cc1oncc1C(=O)N1CC[C@H]2[C@@H]1CCC(=O)N2CC1CC1,
3684,CCc1nc(CN(C)C(=O)CSC)no1,
