,Smiles,Hit
118740,CN1CCN(c2cc(-c3cccnc3)nc(-c3ccncc3)n2)CC1,Yes
118741,COCCNC(=S)N1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,Yes
118743,Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)COc1ccc(C(C)(C)C)cc1,Yes
118744,O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1ccccc1Br,Yes
118746,O=C(NCc1nnc(SCC2CCCO2)n1Cc1ccccc1)c1cccc2ccccc12,Yes
118747,COC(=O)c1ccc(C2C3=C(O)CC(c4cccs4)CC3=Nc3ccccc3N2C(=O)c2ccccc2)cc1,Yes
118748,COc1cccc(NC(=O)c2cccc3c(=O)c4c([nH]c23)CCCC4)c1,Yes
118749,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,Yes
118750,CC(C)c1ccc(/C=C/C(=O)NCc2ccco2)cc1,Yes
118751,CCCC(=O)N(C/C=C/c1ccccc1OC)CCN1CCN(C(=O)Nc2cccc(C)c2)CC1,Yes
118753,CCN1CCN(Cc2c(O)ccc3c(=O)c(Oc4cc(C)cc(C)c4)c(C(F)(F)F)oc23)CC1,Yes
118754,Cc1cc(Nc2cccc([N+](=O)[O-])c2)nc2cc(O)ccc12,Yes
118755,Cc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1,Yes
118756,COc1ccc(C2SCCN2S(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1OC,Yes
118758,O=c1c2ccc3c(=O)n(CCCCO)c(=O)c4ccc(c(=O)n1CCCCO)c2c34,Yes
118759,NNc1ncnc2[nH]cnc12,Yes
118760,COc1ccccc1C(=O)NC1CCN(CC(O)CN(Cc2ccccc2)S(=O)(=O)c2ccccc2)C1,Yes
118762,Br.CC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3)n2)s1,Yes
118764,CCOc1ccccc1-n1c(C(C)N(Cc2ccccc2)C(=O)Nc2ccccc2OC)nc2ccccc2c1=O,Yes
118765,c1ccc2nc3c(nnc4ccccc43)nc2c1,Yes
118766,CCCCN1Cc2ccc(C(N)=O)cc2N=C1C1CC1,Yes
118768,COc1ccc(OC)c(-c2ccc(O)c(CNCCCN(C)C)c2)c1,Yes
118770,Cc1ccc(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)cc1,Yes
118771,CCCn1c(SCC(=O)N2c3ccccc3CC2C)nc2c1c(=O)n(C)c(=O)n2C,Yes
118772,N#Cc1c(NC(=O)CCl)c(C(=O)c2ccccc2)n2c1CCC2,Yes
118773,COc1cc(OC)cc(C(=O)N(C)CCCNc2ccnc3cc(Cl)ccc23)c1,Yes
118774,C=CC1CN2CCC1CC2[C@H](O)c1ccnc2ccc(OC)cc12,Yes
118775,COc1cc(C(=O)NC2CC2)ccc1OC1CCN(CC(c2ccccc2)c2ccccc2)CC1.O=C(O)C(F)(F)F,Yes
118776,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(Cl)cc1,Yes
118777,COc1ccccc1N1C(=N)SC(=Cc2ccc(N(C)C)cc2)C1=O,Yes
118778,Oc1ccc(-c2cncc(NCc3ccc4c(c3)OCO4)c2)cc1,Yes
118779,COc1ccc(C2CC(c3c(-c4ccccc4)c4cc(Cl)ccc4[nH]c3=O)=NO2)cc1,Yes
118781,CC(C)(C)OC(=O)NCC(=O)Oc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl,Yes
118782,Cc1cc(Nc2ccc(Br)cc2)n2nc(C)nc2n1,Yes
118783,CCN1C(=Cc2ccc3ccccc3[n+]2CC)C=Cc2sc3ccccc3c21.[I-],Yes
118784,COc1cc(C=NNc2nc3nonc3nc2Nc2ccc(Cl)cc2)ccc1O,Yes
118785,C/C=C1/C[C@H]2[C@@H](OC)Nc3cc(O)c(OC)cc3C(=O)N2C1,Yes
118786,CCCCCn1c(C)[n+](CCCC)c2cc(Cl)c(Cl)cc21.[I-],Yes
118789,COC(=O)NCCNC(=O)COC(c1cccs1)c1cccnc1Cl,Yes
118790,COc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C(\C#N)c2nn(CCO)c(N)c2C#N)o1,Yes
118791,CCc1cc(=O)n(C)c(SC(CC)C(=O)Nc2ccc(F)cc2)n1,Yes
118792,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,Yes
118794,COCCNCCN1CCN(c2ccc(C)cc2)C[C@@H]1c1ccccc1,Yes
118795,COc1ccc(CCn2c(SCC(=O)N3CCN(c4ccccc4OC)CC3)nc3ccccc3c2=O)cc1OC,Yes
118798,Clc1cccc(CCNC2CCN(CCc3ccccc3)CC2)c1,Yes
118799,Cc1noc(C)c1S(=O)(=O)N(CC(C)C)C(C(=O)NC(CN1CCCC1)c1ccccc1)c1ccccc1,Yes
118801,COc1ccccc1NC1=CC(=NS(=O)(=O)c2cccs2)c2ccccc2C1=O,Yes
118802,CC(=O)N(C)C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O,Yes
118803,COc1ccccc1NC(=O)c1cnn(-c2ccccc2)c1-n1cccc1,Yes
118805,Cc1ccccc1Oc1ccc(S(=O)(=O)NC(CC(C)C)C(=O)O)cc1,Yes
118807,CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(C)c3C2c2ccccc2OC)cc1,Yes
118810,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCCC(C)C)cc2)cc1,Yes
118812,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,Yes
118813,CCC(=O)N(C1=C(NC)C(=O)c2ccccc2C1=O)C(C)C,Yes
118815,Cc1ccc(Nc2nc(NN=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)nc(N3CCOCC3)n2)cc1Cl,Yes
118816,OP1(O)=NP(O)(O)=NP(O)(O)=NP(O)(O)=N1,Yes
118817,O=C(Cn1c(=O)oc2cc(S(=O)(=O)NCc3ccccc3)ccc21)NC1CCCCC1,Yes
118820,CCN(CC)CCn1c(=O)c2ccc3c(=O)n(CCN(CC)CC)c(=O)c4ccc(c1=O)c2c34,Yes
118821,Br.O=C(Cn1ccc(=NCc2ccccc2)cc1)c1cccc([N+](=O)[O-])c1,Yes
118822,CN(C)c1ccc(C=Cc2cccc[n+]2C)cc1.[I-],Yes
118823,CN1C=CC=C/C1=C\C=C1\C=Nc2ccccc21,Yes
118824,CCOC(=O)C1CCN(C(c2cc3cc(OC)c(OC)cc3[nH]c2=O)c2nnnn2Cc2ccccc2)CC1,Yes
118825,C=CC[n+]1c(C=C2C=CC=CN2C)sc2ccccc21,Yes
118827,CCN(CC)CCCC(C)N=c1cc(C=Cc2ccccc2Cl)[nH]c2cc(Cl)ccc12,Yes
118828,O=C1C(Cc2ccccc2)N=C2c3ccccc3N=C(SCc3ccc(Cl)cc3)N12,Yes
118829,CCCCc1ccc(C(=O)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,Yes
118830,CC1CCCCN1CCCNc1ncc(C(=O)NCCc2ccccc2)c(Nc2ccccc2)n1,Yes
118834,COc1ccc(C2=C(c3ccc(OC)cc3)C3(c4ccccc4)C(=O)C2(c2ccccc2)C2C(=O)N(c4ccc(C)c(Br)c4)C(=O)C23)cc1,Yes
118835,O=C(NC(=C(Cl)Cl)[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(F)cc1,Yes
118836,O=C(Nc1nc2ccccc2s1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,Yes
118837,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3)C2)C1c1cc(C)sc1SC,Yes
118838,COc1ccc(-c2nc(-c3ccncc3)cnc2N)cc1OC,Yes
118839,CCc1nc2nc(C)cc(NCCc3cccc(C)c3)n2n1,Yes
118840,COc1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1OC.[I-],Yes
118842,Cl.Nc1ccc(-c2cc(N)n(-c3ccc(Oc4ccccc4)c(S(=O)(=O)O)c3)n2)cc1,Yes
118843,COc1ccccc1NC(=O)Cn1cnc2sc(C(=O)Nc3ccc(F)cc3)c(C)c2c1=O,Yes
118845,O=C(COC(=O)c1ccc2c(c1)C(=O)N(c1ccc3ccccc3c1)C2=O)c1ccc(Br)cc1,Yes
118847,CC[n+]1ccc(C=Cc2ccc(N(C)C)cc2)cc1,Yes
118849,O=C1CC(N2CCCCCC2)C(=O)N1c1ccc(N2C(=O)CC(N3CCCCCC3)C2=O)cc1,Yes
118850,COC(=O)C[S+]([O-])c1ccccc1,Yes
118852,O=C(NCC1CCCO1)c1ccc([N+](=O)[O-])cc1Cl,Yes
118855,Cc1nc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(SCc2ccccc2)o1.[O-][Cl+3]([O-])([O-])[O-],Yes
118857,Cn1nccc1C(OCC(=O)N1CCOCC1)c1ccc(F)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Yes
118858,COc1cc2nc(NCC3CCCO3)n3nc(-c4ccccc4)nc3c2cc1OC,Yes
118859,O=S(=O)(c1ccc(Cl)cc1)N1CCN(C(=S)NCC2CCCO2)CC1,Yes
118860,CCCCCN(C(=O)c1ccc(Br)cc1)C(CC)c1nc2ccccc2c(=O)n1-c1ccccc1OC,Yes
118861,CCCCCN(C(=O)c1ccc(C(C)(C)C)cc1)C(CC)c1nc2ccccc2c(=O)n1-c1ccccc1OC,Yes
118862,O=C1C2CN(C(=O)Nc3ccccc3)C(c3ccc(Cl)cc3)C2C(=O)N1c1ccccc1,Yes
118863,CCOC(=O)c1ccc(NC(=O)c2cc3ccccn3n2)cc1,Yes
118864,COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OC(C)C)C3c2ccccc2Br)cc1OC,Yes
118865,COc1cc(NC(C)CCCN(Cc2ccc(OC)c(OC)c2)C(=O)CCC2CCCC2)c2ncccc2c1,Yes
118866,CCCCCCCn1c(=N)n(CC(O)c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,Yes
118867,O=C(NCc1ccco1)c1ccc(OC2CCN(CC3CCCCC3)CC2)c(Cl)c1,Yes
118868,N#Cc1ccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)n2)cc1,Yes
118869,COc1cncc(-c2cncc(-c3ccc(Oc4ccccc4)cc3)n2)c1,Yes
118870,CCN1CCN(Cc2cc(=O)oc3cc(-c4ccccc4)c(O)cc23)CC1,Yes
118871,CCN(CC)CCNc1nc(/C=C/c2ccc(Cl)cc2)nc2cc3ccccc3cc12,Yes
118872,O=C1/C(=N\c2cccc(O)c2)C(N2CCCCC2)=C(O)c2ccccc21,Yes
118874,FC(F)(F)c1cccc(Nc2nnnc3ccccc23)c1,Yes
118875,Cc1ccc2nc(-c3ccc(O)cc3)oc2c1,Yes
118876,CC[n+]1c(/C=C/c2ccc(N(C)C)cc2)sc2cc(NC(C)=O)ccc21,Yes
118877,O=C(NCc1ccccc1)c1cnc(NCCCN2CCCC2)nc1NCCc1ccccc1,Yes
118878,CCCCCC(=O)N(CCN(C)C)C(CC)c1nc2ccccc2c(=O)n1-c1ccc(F)cc1,Yes
118879,CCCCCCN(C(=O)CCc1ccccc1)C(CC)c1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,Yes
118880,COc1ccc2c(c1)C(=NN=C(N)N)c1cc(OC)ccc1-2,Yes
118881,CCOC(=O)c1cnc2ccc(C)cc2c1NCCCN1CCOCC1.Cl,Yes
118882,Cc1c(Cl)cccc1-n1c(C(C)N(CCc2ccccc2)C(=O)COc2ccccc2)nc2ccccc2c1=O,Yes
118883,CCCCCCCC(=O)N1CCN(C(=O)C(NC(=O)Nc2ccc(Cl)cc2Cl)C(C)CC)CC1,Yes
118884,COc1ccc(Nc2nc(NN=Cc3cc4c(cc3Br)OCO4)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,Yes
118886,Cc1ccc(CN2C3CCCC2CC(NC(=O)Nc2cccc(F)c2)C3)cc1,Yes
118887,CC(=O)Nc1ccc2c(c1)C(=O)N(C(C(=O)NCc1ccccc1)C1CCCCC1)[C@@H](Cc1ccc(O)cc1)C(=O)N2,Yes
118890,COc1ccc(Nc2nc(NN=Cc3cccc([N+](=O)[O-])c3)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,Yes
118891,CCOC(=O)c1nnn(-c2nonc2N)c1-c1ccc(Cl)cc1,Yes
118893,CN(C)c1ccc(C=CC=Cc2cccc[n+]2C)cc1.[I-],Yes
118894,CCOC(=O)c1cnc2c(C)cccc2c1Nc1ccc(C(C)=O)cc1,Yes
118895,COc1cc(OC)cc(C(=O)NCC2Cc3cc(Cl)cc(-c4ccncc4)c3O2)c1,Yes
118896,Cc1sc2ncn(CC(=O)N(C)Cc3ccccc3)c(=O)c2c1S(=O)(=O)N1CCOCC1,Yes
118897,CCC1(C)CC(CCNCc2ccccc2O)(c2ccccc2OC)CCO1,Yes
118898,CC(C)CN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccccc1)C(=O)COc1ccccc1,Yes
118899,O=C(NCc1ccccc1)c1cnc(NCCN2CCCCC2)nc1NCCc1ccccc1,Yes
118901,Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccccc3OC(=O)c3cccc(F)c3)nc2c1,Yes
118902,Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2ccc(-c3ccccc3)[nH]2)c2ccc(C3CCCCC3)cc2)o1,Yes
118903,Cc1ccc(CNC(=O)C2CNCC2c2ccc(C(F)(F)F)cc2)cc1.O=C(O)C(F)(F)F,Yes
118904,Cc1ccc(-c2nc(CS(=O)(=O)CC(=O)NC3CCC(C)CC3)c(C)o2)cc1,Yes
118906,Nc1ccnc2cc(Cl)ccc12,Yes
118907,CN(C)c1ccc(C=Cc2nc(=O)c3ccccc3o2)cc1,Yes
118909,C[n+]1ccc(C=Cc2ccccc2F)c2ccccc21,Yes
118913,COc1ccc2c(c1)c(C)cc[n+]2Cc1ccccc1.[Cl-],Yes
118914,C[C@@H]1CCC[C@@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1,Yes
118915,N=c1c2ccccc2nnn1-c1cccc(C(F)(F)F)c1,Yes
118916,O=C(c1cccc([N+](=O)[O-])c1)c1ccc(Cl)c(Cl)c1,Yes
118917,CC[n+]1c(C=C2C=C(C)CC(C)C2)sc2ccccc21.[I-],Yes
118918,O=S(=O)(NCCCCNc1ccnc2cc(Cl)ccc12)c1ccc2ccccc2c1,Yes
118919,COc1ccc(CCN2CC(CNC(=O)Cc3cccnc3)C(c3ccc(N(C)C)cc3)C2)cc1OC,Yes
118920,CCc1cccc2c(C#N)cn(CC(=O)Nc3ccc(OC)cc3)c12,Yes
118922,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,Yes
118923,COc1ccc(C2C(C(=O)NCCN(C)C)c3ccccc3C(=O)N2C2CCCCC2)cc1,Yes
118924,CCCCCC(=O)NCCCCCCNc1ccnc2cc(Cl)ccc12,Yes
118926,COc1cc(NC(=O)Cn2ccc3ccc([N+](=O)[O-])cc32)cc(OC)c1OC,Yes
118927,CCC(c1nc2ccccc2c(=O)n1CC)N1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1,Yes
118929,CC1CC(C)CN(S(=O)(=O)c2ccc(C(=O)Nc3ccc(-c4nc5ccccc5o4)cc3)cc2)C1,Yes
118930,Cc1cc(Nc2cccc3ccccc23)nc(Nc2cccc3ccccc23)n1,Yes
118931,COc1ccc(CC(=O)N(CCCC(C)Nc2cc(OC)cc3cccnc23)Cc2ccc(OC)c(OC)c2)cc1,Yes
118932,CCC(Sc1nc(C)cc(-c2ccccc2)n1)C(=O)Nc1cccc2ccccc12,Yes
118934,COc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C(\C#N)c2nn(CCO)c(N)c2C#N)o1,Yes
118935,Cc1ccc(N2C(=O)C3C(C2=O)C2(c4ccccc4)C(=O)C3(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1[N+](=O)[O-],Yes
118936,CCSc1sc2sccc2[n+]1CC,Yes
118937,CC1=C(C(=O)OC2CCCCC2)C(c2ccc(Cl)c(Cl)c2)C2=C(CCCC2=O)N1,Yes
118938,CCCCOc1ccc(C(=O)NCCOc2cccc(OC)c2)cc1,Yes
118939,NCCNc1cc(-c2ccccc2)nc2ccccc12,Yes
118940,Cl.Cl.OCCNCCNCc1ccc2[nH]c3ccccc3c2c1,Yes
118942,CCOC(=O)C1=C(C)N(c2ccc(N(C)C)cc2)C(C)=C(C(=O)OCC)C1c1ccc(Br)cc1,Yes
118943,O=C(O)CC(c1ccc2c(c1)OCO2)N1CCS(=O)(=O)CC1,Yes
118944,COc1cnc(-c2ccccn2)nc1N1CCCC1,Yes
118945,CCOC(=O)C1=C(C)N/C(=C\c2cc(C)n(-c3ccc(C)cc3C)c2C)C1=O,Yes
118947,CN(C)CCN1CCN(c2ccnc3cc4ccccc4cc23)CC1,Yes
118948,CSc1ccc(Cl)c(Cl)c1,Yes
118949,CCCN1CCC(N2C[C@@H](NCc3ccc4c(c3)c3ccccc3n4CC)C[C@H]2C(=O)NCC)CC1,Yes
118952,CCCc1ccc(OCc2nc(-c3ccc(NC(=O)c4cccs4)cc3)no2)cc1,Yes
118953,CC[n+]1c(/C=C/C=C2\N(C)c3ccccc3C2(C)C)n(-c2ccccc2)c2ccc(Cl)cc21,Yes
118954,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2)no1,Yes
118956,Fc1ccc(-n2cc(-c3ccccc3)[n+]3c2SCC3)cc1.[Br-],Yes
118957,CCCCNCCN1CCN(c2cc(OC)cc(OC)c2)C[C@@H]1Cc1ccccc1,Yes
118960,Cc1ccc(Nc2nc(NN=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)nc(Nc3ccccc3)n2)c(C)c1,Yes
118961,O=C(C=Cc1ccccc1Cl)Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1,Yes
118962,O=[N+]([O-])c1ccc(NCCN(CCO)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(Cl)c1,Yes
118964,COc1cccc(C(NC(=O)c2ccccc2)c2ccc3cccnc3c2O)c1,Yes
118965,CN(CCCNc1ccnc2cc(Cl)ccc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,Yes
118966,COc1ccc(C=CC(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)cc1OC,Yes
118967,COc1ccc(C)cc1-n1c(-c2ccc(Cl)cc2)cc2c1CC(C)(C)CC2=O,Yes
118969,COC(=O)c1c(-c2c(Cl)cccc2Cl)noc1/C=C/Nc1ccccc1,Yes
118971,CC1=C(C(=O)OC(C)C)C(c2ccc([N+](=O)[O-])cc2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1,Yes
118975,COc1cccc(Cn2c3cc(C)sc3c3cnn(C)c(=O)c32)c1,Yes
118976,Cc1cc(C)cc(NC(=O)c2cc(-c3ccc(Cl)cc3)nc3ccccc23)c1,Yes
118977,Cc1cc(C)n(N=Cc2ccc(Cl)cc2)c(=O)c1C#N,Yes
118978,CCN1CCN(c2cc(C)c3cc(NC(=O)c4cncc(Br)c4)ccc3n2)CC1,Yes
118980,O=[N+]([O-])c1cc(C(F)(F)F)ccc1N1CCCN(C(=S)Nc2ccccc2)CC1,Yes
118981,CC(=O)N1c2ccc(C)cc2C(C)(c2ccccc2)CC1(C)C,Yes
118982,COc1cccc(CNc2cc(C(=O)NCCNC(C)=O)cc(S(=O)(=O)N(C)C)c2)c1OC,Yes
118983,Cc1nc(Cl)cc(N2CCc3c(nc(N4CC(C)OC(C)C4)[nH]c3=O)C2)n1,Yes
118984,CC(=O)N1CCOC1C(C)(C)C/C=C(\C)CCC=C(C)C,Yes
118985,O=C(COc1ccc(Cl)cc1)N1CCCn2cccc2C1c1ccc(Cl)cc1,Yes
118986,O=S(=O)(ON=C1CCCc2sc(Cl)cc21)c1ccccc1,Yes
118988,CCN1/C(=C/C2=C/C(=C/c3sc4ccccc4[n+]3CC)CC(C)(C)C2)C=Cc2ccccc21,Yes
118989,CC(C)CNc1nc(NCCCN2CCCCC2C)ncc1C(=O)NCCc1ccccc1,Yes
118991,CN1CCN(c2nc(Nc3ccc(O)cc3)nc3ccccc23)CC1.Cl,Yes
118994,Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccccc3OC(=O)C(C)(C)C)nc2c1,Yes
118995,Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccccc3OC(=O)C34CC5CC(CC(C5)C3)C4)nc2c1,Yes
118997,N#Cc1cccc(/C=C/C(=O)O)c1,Yes
118998,CCCCNC(=O)C(c1cccc(OC)c1)N1C(=O)c2cc(OCCCC)ccc2NC(=O)C1CO,Yes
118999,CNc1ccccc1C(=O)N(C)CCc1ccccc1,Yes
119000,Nc1cc(C(=O)Nc2cccc(C3=NCCN3)c2)ccc1C(=O)Nc1cccc(C2=NCCN2)c1,Yes
119001,COc1ccc(C(=O)ON=C(N)Cc2ccc(Cl)cc2Cl)cc1[N+](=O)[O-],Yes
119003,CCOc1cc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)ccc1OCc1ccccc1,Yes
119005,Cl.O=C(Nc1ccc(C2=NCCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCCN3)cc2)cc1,Yes
119006,COc1ccc(C2CC(=O)C3=C(C2)NC(=O)CC3c2ccc([N+](=O)[O-])cc2)cc1OC,Yes
119007,S=C(NC1CCCCC1)NC1CC2CCC(C1)N2Cc1ccccc1,Yes
119008,COc1ccc(C2C(C(N)=O)=C(C)Nc3ncnn32)cc1OC,Yes
119011,Cc1nc(N)sc1C(=O)NN=Cc1cccc(Br)c1,Yes
119012,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,Yes
119013,COc1ccc(-n2c(CNc3cc(C(F)(F)F)ccc3Cl)nnc2SCc2ccccc2Cl)cc1,Yes
119014,CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21,Yes
119015,COc1ccc(C(=O)C[N+]2=C(C)c3ccc(C)n3CC2)cc1.[Br-],Yes
119016,CCOC(=O)c1ccc(NC(=O)c2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2)cc1,Yes
119017,Cc1cc(Nc2ccc(Br)c(C)c2)n2nc(C)nc2n1,Yes
119018,CCOC(=O)c1cnc2ccc(C(C)C)cc2c1O,Yes
119019,C(#Cc1ccccc1)CN(Cc1ccccn1)Cc1ccccn1,Yes
119020,O=C1N(Cc2cc3ccccc3s2)CC2CN(Cc3ccc(F)c(F)c3)CCN12,Yes
119021,CC(C)(C)OC(=O)NCC(=O)Oc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl,Yes
119022,O=C(c1cc2n(n1)C(C(F)(F)F)CC(c1cccs1)N2)N1CCN(C(c2ccccc2)c2ccccc2)CC1,Yes
119023,COCCNC(=O)[C@@H]1C[C@@H](Sc2nc3ccccc3[nH]2)CN1Cc1ccc2ccccc2c1,Yes
119024,COc1cc(OC)c(N(C)C(=O)c2cn(C3CCCC3)c(=O)c3c2c2ccccc2n3C)cc1Cl,Yes
119025,O=C(NCCCCNc1ccnc2cc(Cl)ccc12)c1ccccc1Cl,Yes
119026,COC1=C(Nc2cccc(C(F)(F)F)c2)C(=O)c2ccccc2C1=O,Yes
119027,CCCCOc1ccc(NC2=C(N3CCCCC3)C(=O)c3ccccc3C2=O)cc1,Yes
119028,CCCC(=O)NC(C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1)C(C)C,Yes
119029,COc1ccc(NC(=O)C2=C(C)NC(=S)NC2c2ccc(O)cc2)cc1,Yes
119030,Cc1ccc2[nH]c3c(NCCCN(C)C)ncnc3c2c1,Yes
119031,COC(=O)c1ccc(Cn2cc(C=O)c3ccccc32)o1,Yes
119032,COc1ccc(CNc2cc(-c3ccc(F)c(F)c3)nc3ccnn23)cc1,Yes
119033,C=CCn1c(SCC(=O)c2cc(C)n(-c3ccccc3F)c2C)nc2sc3c(c2c1=O)CCCC3,Yes
119034,O=C(COc1cccc2ccccc12)NC1CCS(=O)(=O)C1,Yes
119035,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc(F)cc1,Yes
119036,CCCCCN(C(=O)Nc1ccccc1OC)C(CC)c1nc2ccccc2c(=O)n1-c1ccccc1OC,Yes
119037,O=C(O)C(F)(F)F.O=C(O)c1ccc2c(c1)N=C(c1ccccc1)N(Cc1cccnc1)C2,Yes
119038,COc1cccc(-c2cc(C(=O)Nc3cc(Cl)ccc3O)on2)c1,Yes
119040,Cc1nc(-c2nc3c(s2)CN(C(=O)c2ccncc2)CC3)cs1,Yes
119041,CCOC(=O)C1(Cc2ccc(OC)cc2)CCN(C(=O)c2scc3c2OCCO3)CC1,Yes
119042,CC[n+]1c(/C=C/c2ccc(F)cc2)ccc2ccccc21.[I-],Yes
119043,CC(C)N(CCNc1ncnc2c1[nH]c1ccc(Cl)cc12)C(C)C,Yes
119044,CCCCCCN(C(=O)c1cccc(C(F)(F)F)c1)C(CC)c1nc2ccccc2c(=O)n1-c1ccccc1OC,Yes
119050,CN(C)CCNC(=O)COc1ccc(-c2nc3ccccc3s2)cc1CN(C)C,Yes
119053,COc1cc2nc(SCC(C)C)n(CCCn3ccnc3)c(=N)c2cc1OC,Yes
119054,CCCCCCN(C(=O)COCc1ccccc1)C(CC)c1nc2ccccc2c(=O)n1-c1ccc(F)c(Cl)c1,Yes
119058,CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21.Cl,Yes
119059,O=C(Cn1c2ccccc2c(=O)c2cc([N+](=O)[O-])ccc21)Nc1cccc(Cl)c1,Yes
119060,CCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccc(C)s3)C2C1,Yes
119061,Cc1nn(-c2cc(N3CCOCC3)ccc2[N+](=O)[O-])c(=O)c2ccccc12,Yes
119062,O=C(NN=Cc1cccc(Cl)c1)C1COc2ccccc2O1,Yes
119063,CCC(C)NC(=O)c1cc(NC(=O)c2cccc(Cl)c2)ccc1N1CCCCC1,Yes
119064,COc1ccc2nc(C)cc(Nc3ccc(Oc4ccc(Cl)cc4)c(Cl)c3)c2c1,Yes
119065,COCCCNC(=O)c1c(C)nc2scc(C)n12,Yes
119066,Cc1ccc2c(nc3sc(=Cc4ccc(-c5ccccc5F)o4)c(=O)n32)c1C,Yes
119067,O=C(O)/C=C/C(=O)O.OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCOC2c3ccccc3CSc3ccc(Cl)cc32)CC1,Yes
119068,Cc1ccc(C)c(CN2C(=O)c3ccccc3S(=O)(=O)c3ccc(C(=O)NCCCN4CCCC(C)C4)cc32)c1,Yes
119070,COc1ccccc1NC(=O)c1n[nH]c(=O)c2ccccc12,Yes
119071,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCCC(C)C)cc2)cc1,Yes
119073,COc1ccccc1-c1nnc(Nc2nc3cc4c(cc3s2)OCO4)o1,Yes
119074,CCN(CC)[P+](N(C)C[Si](C)(C)C)(N(CC)CC)N(CC)CC,Yes
119075,c1ccc2cc3c(Nc4ccc(N5CCCCC5)cc4)ccnc3cc2c1,Yes
