,Smiles,Hit
77305,N#Cc1ccc(-c2ccc(C(=O)NC3CCN(CCN4CCc5c(cccc5C(F)(F)F)C4)CC3)cc2)cc1,Yes
77308,COc1cccc2cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=N/N3C(=O)CN(Cc4ccccc4)C3=O)CCc3ccccc3)oc12,Yes
77310,CCCC(C)c1cnc2nc(N)nc(N)c2c1C,Yes
77312,CC(C)(CNCc1ccc(OC(F)(F)F)cc1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1.Cl,Yes
77313,COc1ccc(C2CC(c3cccs3)=NN2C(=O)c2ccco2)cc1OC,Yes
77315,CN1CCN(c2nsc3ccc(-c4ccc(NC(=O)Nc5ccccc5)cc4)cc23)CC1.O=C(O)C(F)(F)F,Yes
77316,Cc1cccc2nc(-c3ccc(-c4cccc(CNCc5cccc(N)c5)c4)cc3)[nH]c12.O=C(O)C(F)(F)F,Yes
77317,COc1cc2nc(Nc3ccc4c(cnn4Cc4ccccc4)c3)nc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1OC,Yes
77322,CN1CCN(c2cc(-c3cccnc3)nc(-c3ccncc3)n2)CC1,Yes
77323,CC(C)N1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)cc(=O)c3cn(C)nc32)CC1.O=C(O)C(O)C(O)C(=O)O,Yes
77325,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(NC(=O)c2cc(Cl)ccc2F)CC1,Yes
77326,Cc1noc(C)c1-c1cccc(CNCc2ccc(-c3cccc(-c4nc5cc(F)ccc5[nH]4)c3)cc2)c1.O=C(O)C(F)(F)F,Yes
77328,Cl.Nc1c2c(nc3ccc(NC(=O)CCCc4ccccc4)cc13)CCCC2,Yes
77329,COc1ccc2ncc(F)c(CCN3CCC(CNCc4cccc5c4OCO5)CC3)c2n1.Cl,Yes
77332,CC(=O)C=C1CC(=O)N(C[C@@H](O)[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O)c2ccccc2N1,Yes
77334,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(c2ccnc3ccccc23)C1.O=C(O)C(F)(F)F,Yes
77337,CC(C)C(=O)Nc1c(F)cc(F)cc1CCc1ccc(O)cc1,Yes
77340,N=C(N)NC(=O)Nc1cc(Cl)c(Cl)c(C(F)(F)F)c1,Yes
77343,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc([N+](=O)[O-])c1,Yes
77348,CCOc1cc(Br)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC,Yes
77349,CC(C)Cc1nc(N2CCOCC2)c2nnn(Cc3ccccc3)c2n1,Yes
77353,CCS(=O)(=O)O.N=C(N)NC(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1,Yes
77354,COc1ccc2nccc([C@@H](O)CN3CCC(NC(=O)Cn4nc(-c5ccc(C(F)(F)F)cc5)ccc4=O)CC3)c2c1,Yes
77355,COc1ccc(C2C(C(=O)Nc3ccc(C)cc3Br)c3ccccc3C(=O)N2C)cc1,Yes
77356,O=[N+]([O-])c1cccc(/C=N/Nc2ccnc3cc(F)ccc23)c1,Yes
77361,Cc1c(CNCCCNc2cc(=O)c3ccccc3[nH]2)sc(C(F)=C(F)F)c1Br.Cl,Yes
77362,S=C(NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1)Nc1ccc(Cl)c(Cl)c1,Yes
77363,c1ccc(C(c2ccccc2)N2CCN(C(c3cccnc3)c3nnnn3C3CCCC3)CC2)cc1,Yes
77365,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(CN2CCC(c3c(-c4ccc(F)cc4)[nH]c4ccccc34)CC2)CC1,Yes
77366,Cc1cc(NCCc2ccccc2)nc(NC(=N)Nc2ccc(Cl)cc2)n1,Yes
77370,COc1ccc2nccc(NC(=O)OC3CCC(NCc4ccc5c(n4)NC(=O)CS5)CC3)c2c1,Yes
77372,Cl.Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1,Yes
77373,COCCN1CCC(N(CC2(O)CCN(c3ccc(C(F)(F)F)cc3)CC2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1,Yes
77376,COc1ccc2ncc(F)c(CCN3CC[C@@H](CNCc4cc5c(cn4)OCS5)C3)c2n1.Cl,Yes
77378,Fc1ccc2c(NN=Cc3ccccc3F)ccnc2c1,Yes
77380,CC(=O)Nc1ccc(C(=O)Nc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)cn1,Yes
77383,O=C(NCCCCCCNCc1ccc(-c2ccccc2)cc1)Nc1ccc(Cl)c(Cl)c1,Yes
77389,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3cc(O)ccc3C2C)c1C.Cl,Yes
77390,COc1ccc(CC2(c3ccc(F)cc3)N=C(N)N(CCCc3ccc4c(c3)OCO4)C2=O)cc1.O=C(O)C(F)(F)F,Yes
77392,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,Yes
77393,COc1ccc2nccc([C@@H](O)CN3CCC(NCCOc4ccccc4[N+](=O)[O-])CC3)c2c1.O=C(O)C(=O)O,Yes
77394,Cc1ccccc1OCC(O)CN1CCC(C2CCN(CC(O)COc3ccccc3C)CC2)CC1,Yes
77396,CC(Cc1ccc(Oc2ccccc2)cc1)NCC(O)c1cccc(C(F)(F)F)c1,Yes
77398,CN(C)c1ccc(C2c3[nH]cnc3CCN2C(=O)Nc2cccc([N+](=O)[O-])c2)cc1,Yes
77407,Br.Oc1ccccc1CCNC1CCc2ccccc2C1,Yes
77408,COc1ccc2nccc([C@@H](O)CN3CCC(NC(=O)C(c4cc5ccccc5o4)N4CCC(Cc5ccccc5)CC4)CC3)c2c1,Yes
77410,COc1ccc2nccc([C@@H](O)CN3CCC(NCCOc4ccc(F)cc4Cl)CC3)c2c1.O=C(O)C(=O)O,Yes
77416,O=C1NC(c2ccc(N3CCCCCC3)cc2)Nc2ccccc21,Yes
77420,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,Yes
77423,CC[C@H](N/C(=N\c1ccc(-c2ccccc2)cc1)Nc1ccc(C#N)cc1O)c1ccccc1,Yes
77425,Cl.O=C(Nc1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)cc1)Nc1ccc(C2=NCCN2)cc1,Yes
77428,COc1ccc(N2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)c(Cl)c4)cc3)CC2)c(OC)c1,Yes
77430,COc1cccc(C(=O)Nc2ccc(Nc3nc(C)cc(N(C)C)n3)cc2)c1OC,Yes
77431,Cl.N=C(N)NN=Cc1ccc2c(ccc3ccccc32)c1,Yes
77433,Cl.OCCNc1nc(Nc2ccccc2)nc2ccccc12,Yes
77434,CCCCCCCCc1c(C)nc(C)c(I)c1O,Yes
77437,Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,Yes
77439,Cc1cccc2nc(-c3cccc(-c4ccc(C(=O)N5CCCCC5C(C)O)cc4)c3)[nH]c12,Yes
77441,COc1ccc(CNCc2ccc(-c3cccc(-c4nc5cccc(C)c5[nH]4)c3)cc2)cc1.O=C(O)C(F)(F)F,Yes
77442,CCOc1cc(CNCCCCCCNCc2cc(OCC)c(OCC)c3ccccc23)c2ccccc2c1OCC.CS(=O)(=O)O,Yes
77443,COc1ccc(C(=O)Nc2cc(Cl)c3c(c2)C2CCCN2CC3)cc1C(F)(F)F.Cl,Yes
77444,Cl.O=C(Nc1cccc2ccccc12)N1CCc2cc3nccc(N4CCN5CCC[C@H]5C4)c3cc21,Yes
77446,Cn1cncc1C(=O)Nc1cccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cc2)c1,Yes
77448,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCCC(=O)O)c1OC,Yes
77449,O=C(NC1CCC(CN2CCC(c3c[nH]c4ccccc34)CC2)CC1)c1cc(-c2ccccc2Cl)oc1C(F)(F)F,Yes
77451,CCCCC([C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)N(O)C=O,Yes
77455,Fc1cccc(COc2ccc(-n3ccc4c(NCCCn5ccnc5)ncnc43)cc2Cl)n1,Yes
77459,CCCCc1cc(NC2CCN(C)CC2)nc(Nc2ccccc2)n1,Yes
77463,CC(C)COc1ccc(Cl)cc1Cc1ccc(-c2nc3ccc(F)c(F)c3[nH]2)o1,Yes
77466,c1cncc(CN2CCCN(c3ccc4c(c3)CCN(Cc3ccc(-c5ncc[nH]5)cc3)CC4)CC2)c1,Yes
77471,NC1CCN(Cc2ccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)cc2)C1.O=C(O)C(F)(F)F,Yes
77472,Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccc(C(F)(F)F)cc1.Cl,Yes
77473,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(N2CCCC2)nc2ccc(OC)cc12,Yes
77478,CCCNC(=O)C1Cc2c([nH]c3ccc(Br)cc23)C2(CCN(CCc3ccccc3)CC2)N1,Yes
77481,CCC(=O)N(c1ccccc1)C1CCN(CCCC(NC(=O)Nc2cc(OC)c(OC)c(OC)c2)c2ccc(Cl)c(Cl)c2)CC1,Yes
77483,Clc1ccc(-c2cc(-c3csc(NCCN4CCCCC4)n3)on2)cc1,Yes
77484,CC(C)COc1ccc2ccccc2c1CNCCCCCCNCc1c(OCC(C)C)ccc2ccccc12.CS(=O)(=O)O,Yes
77487,Cc1ccc2nc(Cl)c3cc(C(=O)NCCCN4CCCC4)sc3c2c1,Yes
77491,Cl.c1ccc2c(NCCCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,Yes
77492,Cl.Nc1ccc(Nc2ccnc3ccc(C(F)(F)F)cc23)cc1O,Yes
77493,COc1ccc2c(NN=Cc3ccccc3)ccnc2c1,Yes
77494,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C#N)n2Cc1ccc(Cl)cc1,Yes
77495,O=C(Nc1nc(-c2ccccn2)cc2ccccc12)c1cccc(Cl)c1,Yes
77497,Cc1cc(O)c(-c2ccc(S(=O)(=O)c3ccc(Cl)cc3)cc2)c(C)n1,Yes
77499,CCCCCCN(CCCCCC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl,Yes
77501,CC(C)N1CCC(N(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)nc(=O)c3ccccc32)CC1.O=C(O)C(O)C(O)C(=O)O,Yes
77504,COc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1,Yes
77512,O=[N+]([O-])c1cccc(/C=N/Nc2ccnc3ccc(C(F)(F)F)cc23)c1,Yes
77513,O=C(O)C(F)(F)F.O=C(c1cccs1)N(Cc1cccc(-c2ccc(CNCCc3ccccc3)cc2)c1)C1CCN(Cc2ccccc2)CC1,Yes
77514,COCCNCc1ncsc1-c1ccc2c(Nc3cc(O)c(Cl)cc3F)ccnc2c1,Yes
77515,CCc1c[nH]c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC(C)(C)CCCC(C)C)cc12.O=CO,Yes
77517,C=Cc1ccc(-c2c(C)[nH]c(C)c(Br)c2=O)cc1,Yes
77518,CCn1ccc2c(N3CCCCS3(=O)=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC(C)(C)CCCC(C)C)cc21,Yes
77519,Cl.Nc1ccc(-c2cc(Cl)cc(Cl)c2)cc1-c1cc2ccccc2[nH]1,Yes
77520,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(C(=O)N1CCC(CN3CCC(c4c[nH]c5ccccc45)CC3)CC1)O2,Yes
77521,CCCCN(CCCC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl,Yes
77524,O=C(/C=C/c1ccc(F)c(Br)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,Yes
77527,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1cc(OC)c(OC)c2Br,Yes
77533,COc1cc(C)nc2ccc(NC(=O)Nc3ccc4nc(C)cc(OC)c4c3)cc12,Yes
77534,CN(CCCNc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1[N+](=O)[O-])Cc1ccccc1,Yes
77535,O=C(Nc1cc(F)cc(F)c1)NC1CCN(CCCCCNC(=O)C2CC2c2ccc(Cl)c(Cl)c2)CC1,Yes
77536,Fc1ccc2[nH]c(-c3ccc(-c4ccc(CNCCc5cccnc5)cc4)s3)nc2c1.O=C(O)C(F)(F)F,Yes
77540,Cc1ccc(CNC(=O)[C@H](Cc2ccccc2)Nc2cc(C)nc(NCC3CCCCC3)n2)cc1.O=C(O)C(F)(F)F,Yes
77541,Cc1noc(C)c1-c1cccc(CNCc2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)c1.O=C(O)C(F)(F)F,Yes
77542,CCCCCC(C)N/C(=N/c1ccccc1Br)Nc1ccc([N+](=O)[O-])cc1O,Yes
77543,CCN(CC)CCOc1ccc(C(O)(C#CC(O)(c2ccc(OCCN(CC)CC)cc2)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)cc1,Yes
77544,Cc1cccc2nc(-c3ccc(-c4cccc(CNCCNC(=O)c5ccnn5C)c4)s3)[nH]c12.O=C(O)C(F)(F)F,Yes
77546,CN1CCCN(Cc2ccc(-c3ccc(NS(=O)(=O)c4cccc5cccnc45)cc3)cc2)CC1.O=C(O)C(F)(F)F,Yes
77547,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCc4ccc(Cl)c(Cl)c4)nn23)cc1,Yes
77549,Cl.c1ccc2c(NCCCCCCCCCNc3ccnc4ccccc34)ccnc2c1,Yes
77551,CCCCCCc1c(C)nc2cc(OC)ccc2c1O,Yes
77553,COc1cc(O)c2c(=O)c(OC)c(-c3cccc(Cl)c3OCC(=O)O)oc2c1OC,Yes
77554,COc1cc(NC2=NS(=O)(=O)c3cc(Cl)ccc3N2C)cc(OC)c1OC.O=C(O)C(F)(F)F,Yes
77555,O=C(C=Cc1ccc(-c2ccccc2)cc1)NC1CCC(CN2CCC(c3c[nH]c4ccccc34)CC2)CC1,Yes
77558,Cc1noc(C)c1C(=O)N1CCc2cc3nccc(N4CCN5CCC[C@H]5C4)c3cc21,Yes
77559,O=c1cc(NCCCNCc2ccc3c(c2)OC(F)(F)O3)[nH]c2ccccc12,Yes
77560,COCCNCc1ccc(-c2ccccc2CNC2CCN(Cc3ccccc3)CC2)cc1.O=C(O)C(F)(F)F,Yes
77566,CN1CCN(c2ccnc3ccc(NC(=O)Cc4ccc5ccccc5c4)cc23)CC1,Yes
77570,CC(=O)Nc1ccc(Cl)c(Cl)c1,Yes
77572,Cc1cc(-c2ccc3c(c2)CC[C@@H](N[C@@H](C)c2ccccc2)C3)cnc1N.Cl,Yes
77573,COc1ccccc1N1CCN(C(C(=O)NCc2ccc(C)cc2)c2ccc(C)cc2)CC1,Yes
77575,COc1ccc2nc(-c3cc(-c4ccc(NC(=O)CN5CCOCC5)cc4)cnc3N)[nH]c2c1,Yes
77576,CC1=C(C(=O)OCCOCc2ccccc2)C(c2ccccc2C(F)(F)F)C(C(=O)OCCOCc2ccccc2)=C(C)N1,Yes
77578,ON=C(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,Yes
77579,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(CNCc2cccc3cc[nH]c23)CC1,Yes
77581,CC(=O)Nc1ncc(C(=O)Nc2cccc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)c2)s1,Yes
77584,Cc1cc(N[C@@H](Cc2ccccc2)C(=O)NCCc2ccccc2)nc(NCCOc2ccccc2)n1.O=C(O)C(F)(F)F,Yes
77585,Cc1[nH]c(C)c(-c2ccc(Oc3ccc(O)cc3)cc2)c(=O)c1Cl,Yes
77586,COc1ccc2c(=NN=Cc3cccc(F)c3)cc(C)[nH]c2c1,Yes
77587,O=C(NC(=O)c1ccccc1O)c1ccccc1O,Yes
77589,Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)c5c[nH]cn5)cc4)c3)[nH]c12,Yes
77591,CC(=O)Nc1ccc(OCCN(CC(C)C)c2ccc(C#N)c(C(F)(F)F)c2)c(Cl)c1,Yes
77592,COc1cc(Cc2cnc(N)nc2N)cc(OCCCS(=O)(=O)O)c1OC,Yes
77593,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc([N+](=O)[O-])s1,Yes
77596,Cl.O=C(NC1CCN(CC2(c3ccc(Cl)cc3)CCCCC2)CC1)c1cc[nH]n1,Yes
77597,COc1ccc(C23Oc4cc(OC)cc(OC)c4C2(O)C2(CC3c3ccccc3)SCCCS2)cc1,Yes
77598,Br.N=C1N=C(N)NC2(CCCCC2)N1OCCCOc1cccc2ccccc12,Yes
77600,O=C(c1ccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)cc1)N1CCCCC1CN1CCC(O)C1,Yes
77601,COc1ccc(-c2cccc(NC(=O)c3cccc(Cl)c3)c2)cc1CN1CCCN(C)CC1.O=C(O)C(F)(F)F,Yes
77605,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCC/N=C(/N)NS(C)(=O)=O)C(=O)Nc1nccs1)N(O)C=O,Yes
77606,Br.O=C(CNc1ccncc1)c1c[nH]c2ccccc12,Yes
77608,Cl.N=C(NCCc1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1,Yes
77611,C#CCNCc1ccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)s2)cc1.O=C(O)C(F)(F)F,Yes
77613,COc1ccc(Cn2ncc3c4c(N)nc(N)nc4ccc32)cc1OC,Yes
77614,COc1ccccc1N1CCN(C(C(=O)NCc2ccc3c(c2)OCO3)c2ccc3c(c2)OCCCO3)CC1,Yes
77617,COCCNC(=O)C(CNC(=O)c1ccc2c(c1)OCO2)NC(=O)c1ccc(-c2ccccc2)cc1,Yes
77624,O=C(O)C(F)(F)F.c1ccc2c(c1)CN(Cc1cc3ccccc3[nH]1)CC1(CCN(Cc3c[nH]c4cnccc34)CC1)O2,Yes
77628,Cc1cc(NCc2ccc(F)cc2)nc2cc(O)ccc12,Yes
77630,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(N2CCCC(C(=O)N(CC)CC)C2)nc2ccc(OC)cc12,Yes
77631,Cl.Cn1cc(Br)c(-c2cccc(Nc3ccnc4cc(-c5nccs5)ccc34)c2)n1,Yes
77632,CN1CCN(CCCN(Cc2csc(-c3ccc(CNCc4ccccc4)cc3)n2)C(=O)Nc2ccc3ccccc3c2)CC1.O=C(O)C(F)(F)F,Yes
77634,CCCCCn1c(Sc2ccc(C#N)c([N+](=O)[O-])c2)nnc1-c1cccs1,Yes
77635,COc1ccccc1/C=C/C(=O)NC1CCC(CCN2CCc3ccc(-c4cc(C)no4)cc3CC2)CC1.Cl,Yes
77636,CC(C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCOCC2)c(F)c(N2CCCCS2(=O)=O)c1.O=CO,Yes
77637,CC(C)(C)c1ccc(CNC(=O)c2ccc(-c3nc4ccc(Cl)cc4[nH]3)cc2)cc1,Yes
77640,N=C(N)Nc1nc(-c2cccc(NC(=O)NCc3ccc(OC(F)(F)F)cc3)c2)cs1,Yes
77644,Cc1ccc(O)c(C(=O)c2cc(C(=O)Nc3ccccc3C)c(=O)n(-c3ccccc3C)c2)c1,Yes
77649,Cc1cc(-c2ccc(CNC3CCN(C)CC3)cc2)ccc1S(=O)(=O)NCc1ccccc1.O=C(O)C(F)(F)F,Yes
77653,Cc1ccccc1OCCCN1CCN(CC(c2ccc(F)cc2)N2CCN(C(C)C)CC2)CC1.Cl,Yes
77656,O=C(O)C[C@H](NC(=O)c1cc(-c2ccc3c(c2)OCO3)no1)C(=O)O.O=C(O)C[C@H](NC(=O)c1conc1-c1ccc2c(c1)OCO2)C(=O)O,Yes
77660,Cc1cc(NCCc2ccccc2)nc(N/C(=N/CC(=O)OC(C)(C)C)Nc2ccc(C(F)(F)F)cc2)n1.I,Yes
77663,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccnc4C(N)=O)n3)cc2)CC1.Cl,Yes
77664,Nc1nc(N)c2c(ccc3c2ccn3Cc2ccccn2)n1,Yes
77668,Cl.Oc1ccc2c(CNC3CCCCC3)c(O)ccc2c1CNC1CCCCC1,Yes
77673,CCCCCNC(=N)c1ccc(OCCCCCOc2ccc(C(=N)NCCCCC)cc2)cc1.Cl,Yes
77674,N#Cc1ccc(C(=O)Nc2ccc(-c3cccc(CN4CCCC4)c3)cc2)cc1.O=C(O)C(F)(F)F,Yes
77676,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cc(OC)cc(OC)c2)cc(N2CCCS2(=O)=O)c1.Cl,Yes
77681,COCCN1CCN(Cc2ccc(-c3ccc(-c4nc5cccc(C)c5[nH]4)s3)cc2)CC1.O=C(O)C(F)(F)F,Yes
77686,Cl.O=C(Nc1cccc(C2=NCCCN2)c1)Nc1cccc(C2=NCCCN2)c1,Yes
77687,O=[N+]([O-])c1ccccc1C=NN=c1c2c([nH]c3ccccc13)CCCC2,Yes
77690,CCOc1c(Cl)cc(Cl)cc1CNCCCNc1nc2ccccc2[nH]1.Cl,Yes
77691,Cc1cccc(C(=O)NC(NC(=S)Nc2ccc([N+](=O)[O-])cc2)C(Cl)(Cl)Cl)c1,Yes
77694,COCC(=O)Nc1nc2ccccc2[nH]1,Yes
77695,Cc1[nH]c2cc(F)ccc2c1C1=CCN(CCCCC2(C)C(=O)Nc3c(F)cccc32)CC1,Yes
77701,COc1ccc(F)cc1-c1ccc(C(=O)N2CCCN(c3ccc(C#N)cn3)CC2)cc1,Yes
77702,CC(C)CCN1CCC(Oc2ccc(NC(=O)c3cccs3)cc2Cl)CC1.O=C(O)C(F)(F)F,Yes
77705,CC(=O)Nc1ccc(C2NC(=O)NC(c3ccccc3)=C2c2nc3ccccc3s2)cc1,Yes
77706,Cc1cc2ccccc2c(CON2C(=N)N=C(N)NC2(C)C)c1C.Cl,Yes
77709,CC(C)Cn1cc(C2CCN(CCN3CCC(CNC(=O)c4ccc(NC(=O)c5cc(Cl)cc(Cl)c5)cc4)CC3)CC2)c2ccccc21,Yes
77712,Cc1cnc(C(=O)Nc2cccc(-c3csc(-c4nc5ccccc5[nH]4)c3)c2)cn1,Yes
77714,C=Cc1ccc(-c2c(C)[nH]c(C)c(Br)c2=O)cc1,Yes
77716,O=C(Nc1cccc(CCNCc2ccccc2)c1)Nc1cccc2ccccc12.O=C(O)C(F)(F)F,Yes
77717,COc1ccc(C(C(=O)NC2CCN(C[C@H](O)c3ccnc4ccc(OC)cc34)CC2)N2CCN(c3ccc(F)cc3)CC2)cc1,Yes
77718,O=c1c2ccc(Sc3ccccn3)cc2n(-c2ccccc2)c2cc(Sc3ccccn3)ccc12,Yes
77721,CCCCCCCc1c(C)nc2ccccc2c1O,Yes
77722,Cl.Nc1c2c(nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4)ccc13)CCCC2,Yes
77725,CCC(C)NS(=O)(=O)c1ccc2nc(Nc3ccc(C)cc3)n(C3CCCCC3C)c2c1,Yes
77731,Cl.O=S(=O)(c1ccc2ccccc2c1)N1CCCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1,Yes
77732,Cc1cc(O)c(-c2ccc(Sc3ccc(Cl)cc3)cc2)c(C)n1,Yes
77734,Cc1cccc(Nc2nccc(NCC(O)c3cccc(C(F)(F)F)c3)n2)c1,Yes
77735,Cc1cccc(CNc2nc(C)cc(N[C@@H](Cc3ccccc3)C(=O)NCCOc3ccccc3)n2)c1.O=C(O)C(F)(F)F,Yes
77737,CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)C(Cc1ccc(F)cc1)C1CCCNC1,Yes
77739,Cc1ccc2cc(NCCCCCCCCON3C(N)=NC(N)=NC34CCCCC4)ccc2n1,Yes
77740,CC(NC(C)(C)C)C(O)c1ccc(Cl)c(C(F)(F)F)c1.Cl,Yes
77741,CCCCCCCN1C2CCC1CC(CCOc1ccnc3ccc(OC)cc13)C2,Yes
77743,CN(C)CCNCc1ccc(-c2ccc3c(Nc4ccc(Cl)cc4F)ccnc3c2)o1,Yes
77744,COc1ccc2c(OC)ccc(CNCCCCCCNCc3ccc(OC)c4ccc(OC)cc34)c2c1.CS(=O)(=O)O,Yes
77747,Oc1cc2c(cc1CN1CCN(Cc3cccs3)CC1)CCC2,Yes
77749,N#Cc1cccc(C(=O)Nc2cccc(-c3ccc(C(=O)Nc4cccnc4)cc3)c2)c1,Yes
77751,COCCNCc1cccc(-c2ccc3c(Nc4ccc(Oc5ccccc5)cc4)ccnc3c2)c1,Yes
77752,CC(Nc1ccc2c(c1)CCC2)C(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,Yes
77753,C=CCOC(=O)N1CCC(CNCc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)C1.O=C(O)C(F)(F)F,Yes
77754,Cc1ccc(NC(=O)N2CCCN(CCCCCNC(=O)/C=C/c3ccc(Cl)c(Cl)c3)CC2)cc1C,Yes
77755,Cc1ccc2[nH]c(-c3cc(-c4cccc(CCN5CCOCC5)c4)cnc3N)nc2c1.O=C(O)C(F)(F)F,Yes
77759,COc1cc(NC(=O)c2nn(CCCN3CCC(N4CCCC4)CC3)cc2-c2ccc(Cl)c(Cl)c2)cc(OC)c1OC,Yes
77762,COc1ccc(CNC2CCN(C)CC2)cc1-c1ccc(S(=O)(=O)NCCc2ccccn2)c(C)c1.O=C(O)C(F)(F)F,Yes
77764,COc1ccc(NC(=O)[C@H](Cc2ccccc2)Nc2cc(C)nc(NCCOc3ccccc3)n2)cc1.O=C(O)C(F)(F)F,Yes
77765,O=C(Nc1ccc(-c2ccc(-c3nc4ccccc4[nH]3)s2)cc1)Nc1ccc(F)c(F)c1F,Yes
77768,COc1ccc2nccc([C@@H](O)CN3CCC(NCc4ccc5c(c4)sc(=O)n5C)CC3)c2c1.O=C(O)C(=O)O,Yes
77774,CN(C)CCNC(=O)N1CCCN(c2ncnc3cc(-c4ccc(Cl)cc4)sc23)CC1.O=C(O)C(F)(F)F,Yes
77778,CN(C)CCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1.Cl,Yes
77779,Cc1nc(-c2nc(NCc3ccccn3)ncc2-c2ccsc2)sc1C,Yes
77780,COc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1CN(C)CCCN1CCN(c2cccc(Cl)c2Cl)CC1.Cl,Yes
77781,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc(F)c5c(c4)OCCO5)CC3)c2n1.Cl,Yes
77782,COc1ccc2nccc(N(C)CC3(O)CCN(CCc4ccc5c(c4)OCCO5)CC3)c2n1.Cl,Yes
77785,CN(C(=O)C1(c2ccc(Cl)cc2)CC1)C1CCN(CCCCCNC(=O)/C=C/c2ccc(Cl)c(Cl)c2)CC1,Yes
